Date,ln(P_max),Data monthly average,Model ln(P_eff)
2011-10-13,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-14,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-15,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-16,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-17,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-18,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-19,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-20,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-21,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-22,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-23,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-24,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-25,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-26,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-27,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-28,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-29,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-30,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2011-10-31,-10.66705719739262,2.1694183999999998e-06,1.8312538679545509e-06
2012-01-01,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-02,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-03,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-04,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-05,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-06,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-07,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-08,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-09,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-10,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-11,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-12,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-13,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
2012-01-14,-10.66705719739262,3.425263837638376e-06,2.18941265195978e-06
