Timestamp Graph,Intervals (Row),Network hashrate (TH/s),Bitcoins per block (BTC)
18/12/2020,1457,1.47E+08,6.25
21/12/2020,1458,1.33E+08,6.25
24/12/2020,1459,1.34E+08,6.25
27/12/2020,1460,1.48E+08,6.25
30/12/2020,1461,1.53E+08,6.25
02/01/2021,1462,1.46E+08,6.25
05/01/2021,1463,1.64E+08,6.25
08/01/2021,1464,1.34E+08,6.25
11/01/2021,1465,1.52E+08,6.25
14/01/2021,1466,1.59E+08,6.25
17/01/2021,1467,1.49E+08,6.25
20/01/2021,1468,1.32E+08,6.25
23/01/2021,1469,1.44E+08,6.25
26/01/2021,1470,1.47E+08,6.25
29/01/2021,1471,1.41E+08,6.25
01/02/2021,1472,1.57E+08,6.25
04/02/2021,1473,1.75E+08,6.25
07/02/2021,1474,1.73E+08,6.25
10/02/2021,1475,1.37E+08,6.25
13/02/2021,1476,1.59E+08,6.25
16/02/2021,1477,1.47E+08,6.25
19/02/2021,1478,1.58E+08,6.25
22/02/2021,1479,1.37E+08,6.25
25/02/2021,1480,1.50E+08,6.25
28/02/2021,1481,1.40E+08,6.25
03/03/2021,1482,1.38E+08,6.25
06/03/2021,1483,1.56E+08,6.25
09/03/2021,1484,1.59E+08,6.25
12/03/2021,1485,1.52E+08,6.25
15/03/2021,1486,1.59E+08,6.25
18/03/2021,1487,1.58E+08,6.25
21/03/2021,1488,1.64E+08,6.25
24/03/2021,1489,1.67E+08,6.25
27/03/2021,1490,1.73E+08,6.25
31/03/2021,1491,1.71E+08,6.25
03/04/2021,1492,1.51E+08,6.25
06/04/2021,1493,1.66E+08,6.25
09/04/2021,1494,1.75E+08,6.25
12/04/2021,1495,1.66E+08,6.25
15/04/2021,1496,1.99E+08,6.25
18/04/2021,1497,1.45E+08,6.25
21/04/2021,1498,1.18E+08,6.25
24/04/2021,1499,1.70E+08,6.25
27/04/2021,1500,1.66E+08,6.25
30/04/2021,1501,1.70E+08,6.25
03/05/2021,1502,1.81E+08,6.25
06/05/2021,1503,1.74E+08,6.25
09/05/2021,1504,1.91E+08,6.25
12/05/2021,1505,1.76E+08,6.25
15/05/2021,1506,1.53E+08,6.25
18/05/2021,1507,1.25E+08,6.25
21/05/2021,1508,1.37E+08,6.25
24/05/2021,1509,1.57E+08,6.25
27/05/2021,1510,1.46E+08,6.25
30/05/2021,1511,1.52E+08,6.25
02/06/2021,1512,1.74E+08,6.25
05/06/2021,1513,1.37E+08,6.25
08/06/2021,1514,1.56E+08,6.25
11/06/2021,1515,1.10E+08,6.25
14/06/2021,1516,1.34E+08,6.25
17/06/2021,1517,1.29E+08,6.25
20/06/2021,1518,1.04E+08,6.25
23/06/2021,1519,1.00E+08,6.25
26/06/2021,1520,8.82E+07,6.25
29/06/2021,1521,8.92E+07,6.25
02/07/2021,1522,8.92E+07,6.25
05/07/2021,1523,9.42E+07,6.25
08/07/2021,1524,9.92E+07,6.25
11/07/2021,1525,8.92E+07,6.25
14/07/2021,1526,1.21E+08,6.25
17/07/2021,1527,1.02E+08,6.25
20/07/2021,1528,8.29E+07,6.25
23/07/2021,1529,9.18E+07,6.25
26/07/2021,1530,1.02E+08,6.25
29/07/2021,1531,1.09E+08,6.25
01/08/2021,1532,1.11E+08,6.25
04/08/2021,1533,9.80E+07,6.25
07/08/2021,1534,1.20E+08,6.25
10/08/2021,1535,1.19E+08,6.25
13/08/2021,1536,1.08E+08,6.25
16/08/2021,1537,1.25E+08,6.25
19/08/2021,1538,1.19E+08,6.25
22/08/2021,1539,1.27E+08,6.25
25/08/2021,1540,1.31E+08,6.25
28/08/2021,1541,1.23E+08,6.25
31/08/2021,1542,1.26E+08,6.25
03/09/2021,1543,1.30E+08,6.25
06/09/2021,1544,1.51E+08,6.25
09/09/2021,1545,1.25E+08,6.25
12/09/2021,1546,1.35E+08,6.25
15/09/2021,1547,1.30E+08,6.25
18/09/2021,1548,1.42E+08,6.25
21/09/2021,1549,1.14E+08,6.25
24/09/2021,1550,1.40E+08,6.25
27/09/2021,1551,1.46E+08,6.25
30/09/2021,1552,1.61E+08,6.25
03/10/2021,1553,1.42E+08,6.25
06/10/2021,1554,1.30E+08,6.25
09/10/2021,1555,1.48E+08,6.25
12/10/2021,1556,1.33E+08,6.25
15/10/2021,1557,1.39E+08,6.25
18/10/2021,1558,1.47E+08,6.25
21/10/2021,1559,1.48E+08,6.25
24/10/2021,1560,1.53E+08,6.25
27/10/2021,1561,1.57E+08,6.25
30/10/2021,1562,1.55E+08,6.25
01/11/2021,1563,1.70E+08,6.25
04/11/2021,1564,1.67E+08,6.25
07/11/2021,1565,1.45E+08,6.25
10/11/2021,1566,1.70E+08,6.25
13/11/2021,1567,1.75E+08,6.25
16/11/2021,1568,1.68E+08,6.25
19/11/2021,1569,1.63E+08,6.25
22/11/2021,1570,1.49E+08,6.25
25/11/2021,1571,1.49E+08,6.25
28/11/2021,1572,1.59E+08,6.25
01/12/2021,1573,1.72E+08,6.25
04/12/2021,1574,1.84E+08,6.25
07/12/2021,1575,1.87E+08,6.25
10/12/2021,1576,1.76E+08,6.25
13/12/2021,1577,1.78E+08,6.25
16/12/2021,1578,1.79E+08,6.25
19/12/2021,1579,1.73E+08,6.25
22/12/2021,1580,1.83E+08,6.25
25/12/2021,1581,1.62E+08,6.25
28/12/2021,1582,1.75E+08,6.25
31/12/2021,1583,2.08E+08,6.25
03/01/2022,1584,1.77E+08,6.25
06/01/2022,1585,1.69E+08,6.25
09/01/2022,1586,1.72E+08,6.25
12/01/2022,1587,2.17E+08,6.25
15/01/2022,1588,2.12E+08,6.25
18/01/2022,1589,2.10E+08,6.25
21/01/2022,1590,1.77E+08,6.25
24/01/2022,1591,2.01E+08,6.25
27/01/2022,1592,2.04E+08,6.25
30/01/2022,1593,1.89E+08,6.25
02/02/2022,1594,1.95E+08,6.25
05/02/2022,1595,2.07E+08,6.25
08/02/2022,1596,1.86E+08,6.25
11/02/2022,1597,2.48E+08,6.25
14/02/2022,1598,2.32E+08,6.25
17/02/2022,1599,1.86E+08,6.25
20/02/2022,1600,1.71E+08,6.25
23/02/2022,1601,1.84E+08,6.25
26/02/2022,1602,1.89E+08,6.25
01/03/2022,1603,1.89E+08,6.25
04/03/2022,1604,1.68E+08,6.25
07/03/2022,1605,2.03E+08,6.25
10/03/2022,1606,1.89E+08,6.25
13/03/2022,1607,2.10E+08,6.25
16/03/2022,1608,2.18E+08,6.25
19/03/2022,1609,2.10E+08,6.25
22/03/2022,1610,1.98E+08,6.25
25/03/2022,1611,2.20E+08,6.25
29/03/2022,1612,2.06E+08,6.25
01/04/2022,1613,2.00E+08,6.25
04/04/2022,1614,2.25E+08,6.25
07/04/2022,1615,1.96E+08,6.25
10/04/2022,1616,1.99E+08,6.25
13/04/2022,1617,1.99E+08,6.25
16/04/2022,1618,1.88E+08,6.25
19/04/2022,1619,1.74E+08,6.25
22/04/2022,1620,1.89E+08,6.25
25/04/2022,1621,2.27E+08,6.25
28/04/2022,1622,1.96E+08,6.25
01/05/2022,1623,2.47E+08,6.25
04/05/2022,1624,2.16E+08,6.25
07/05/2022,1625,2.12E+08,6.25
10/05/2022,1626,2.27E+08,6.25
13/05/2022,1627,2.36E+08,6.25
16/05/2022,1628,2.55E+08,6.25
19/05/2022,1629,1.90E+08,6.25
22/05/2022,1630,1.90E+08,6.25
25/05/2022,1631,2.20E+08,6.25
28/05/2022,1632,2.20E+08,6.25
31/05/2022,1633,2.17E+08,6.25
03/06/2022,1634,2.13E+08,6.25
06/06/2022,1635,2.23E+08,6.25
09/06/2022,1636,2.20E+08,6.25
12/06/2022,1637,1.91E+08,6.25
15/06/2022,1638,2.48E+08,6.25
18/06/2022,1639,2.35E+08,6.25
21/06/2022,1640,2.26E+08,6.25
24/06/2022,1641,1.90E+08,6.25
27/06/2022,1642,2.00E+08,6.25
30/06/2022,1643,2.51E+08,6.25
03/07/2022,1644,,6.25
06/07/2022,1645,,6.25
09/07/2022,1646,,6.25
12/07/2022,1647,,6.25
15/07/2022,1648,,6.25
18/07/2022,1649,,6.25
21/07/2022,1650,,6.25
24/07/2022,1651,,6.25
27/07/2022,1652,,6.25
30/07/2022,1653,,6.25
02/08/2022,1654,,6.25
05/08/2022,1655,,6.25
08/08/2022,1656,,6.25
11/08/2022,1657,,6.25
14/08/2022,1658,,6.25
17/08/2022,1659,,6.25
20/08/2022,1660,,6.25
23/08/2022,1661,,6.25
26/08/2022,1662,,6.25
29/08/2022,1663,,6.25
01/09/2022,1664,,6.25
04/09/2022,1665,,6.25
07/09/2022,1666,,6.25
10/09/2022,1667,,6.25
13/09/2022,1668,,6.25
16/09/2022,1669,,6.25
19/09/2022,1670,,6.25
22/09/2022,1671,,6.25
25/09/2022,1672,,6.25
28/09/2022,1673,,6.25
01/10/2022,1674,,6.25
04/10/2022,1675,,6.25
07/10/2022,1676,,6.25
10/10/2022,1677,,6.25
13/10/2022,1678,,6.25
16/10/2022,1679,,6.25
19/10/2022,1680,,6.25
22/10/2022,1681,,6.25
25/10/2022,1682,,6.25
28/10/2022,1683,,6.25
31/10/2022,1684,,6.25
03/11/2022,1685,,6.25
06/11/2022,1686,,6.25
09/11/2022,1687,,6.25
12/11/2022,1688,,6.25
15/11/2022,1689,,6.25
18/11/2022,1690,,6.25
21/11/2022,1691,,6.25
24/11/2022,1692,,6.25
27/11/2022,1693,,6.25
30/11/2022,1694,,6.25
03/12/2022,1695,,6.25
06/12/2022,1696,,6.25
09/12/2022,1697,,6.25
12/12/2022,1698,,6.25
15/12/2022,1699,,6.25
18/12/2022,1700,,6.25
21/12/2022,1701,,6.25
24/12/2022,1702,,6.25
27/12/2022,1703,,6.25
30/12/2022,1704,,6.25
02/01/2023,1705,,6.25
05/01/2023,1706,,6.25
08/01/2023,1707,,6.25
11/01/2023,1708,,6.25
14/01/2023,1709,,6.25
17/01/2023,1710,,6.25
20/01/2023,1711,,6.25
23/01/2023,1712,,6.25
26/01/2023,1713,,6.25
29/01/2023,1714,,6.25
01/02/2023,1715,,6.25
04/02/2023,1716,,6.25
07/02/2023,1717,,6.25
10/02/2023,1718,,6.25
13/02/2023,1719,,6.25
16/02/2023,1720,,6.25
19/02/2023,1721,,6.25
22/02/2023,1722,,6.25
25/02/2023,1723,,6.25
28/02/2023,1724,,6.25
03/03/2023,1725,,6.25
06/03/2023,1726,,6.25
09/03/2023,1727,,6.25
12/03/2023,1728,,6.25
15/03/2023,1729,,6.25
18/03/2023,1730,,6.25
21/03/2023,1731,,6.25
24/03/2023,1732,,6.25
27/03/2023,1733,,6.25
30/03/2023,1734,,6.25
02/04/2023,1735,,6.25
05/04/2023,1736,,6.25
08/04/2023,1737,,6.25
11/04/2023,1738,,6.25
14/04/2023,1739,,6.25
17/04/2023,1740,,6.25
20/04/2023,1741,,6.25
23/04/2023,1742,,6.25
26/04/2023,1743,,6.25
29/04/2023,1744,,6.25
02/05/2023,1745,,6.25
05/05/2023,1746,,6.25
08/05/2023,1747,,6.25
11/05/2023,1748,,6.25
14/05/2023,1749,,6.25
17/05/2023,1750,,6.25
20/05/2023,1751,,6.25
23/05/2023,1752,,6.25
26/05/2023,1753,,6.25
29/05/2023,1754,,6.25
01/06/2023,1755,,6.25
04/06/2023,1756,,6.25
07/06/2023,1757,,6.25
10/06/2023,1758,,6.25
13/06/2023,1759,,6.25
16/06/2023,1760,,6.25
19/06/2023,1761,,6.25
22/06/2023,1762,,6.25
25/06/2023,1763,,6.25
28/06/2023,1764,,6.25
01/07/2023,1765,,6.25
04/07/2023,1766,,6.25
07/07/2023,1767,,6.25
10/07/2023,1768,,6.25
13/07/2023,1769,,6.25
16/07/2023,1770,,6.25
19/07/2023,1771,,6.25
22/07/2023,1772,,6.25
25/07/2023,1773,,6.25
28/07/2023,1774,,6.25
31/07/2023,1775,,6.25
03/08/2023,1776,,6.25
06/08/2023,1777,,6.25
09/08/2023,1778,,6.25
12/08/2023,1779,,6.25
15/08/2023,1780,,6.25
18/08/2023,1781,,6.25
21/08/2023,1782,,6.25
24/08/2023,1783,,6.25
27/08/2023,1784,,6.25
30/08/2023,1785,,6.25
02/09/2023,1786,,6.25
05/09/2023,1787,,6.25
08/09/2023,1788,,6.25
11/09/2023,1789,,6.25
14/09/2023,1790,,6.25
17/09/2023,1791,,6.25
20/09/2023,1792,,6.25
23/09/2023,1793,,6.25
26/09/2023,1794,,6.25
29/09/2023,1795,,6.25
02/10/2023,1796,,6.25
05/10/2023,1797,,6.25
08/10/2023,1798,,6.25
11/10/2023,1799,,6.25
14/10/2023,1800,,6.25
17/10/2023,1801,,6.25
20/10/2023,1802,,6.25
23/10/2023,1803,,6.25
26/10/2023,1804,,6.25
29/10/2023,1805,,6.25
01/11/2023,1806,,6.25
04/11/2023,1807,,6.25
07/11/2023,1808,,6.25
10/11/2023,1809,,6.25
13/11/2023,1810,,6.25
16/11/2023,1811,,6.25
19/11/2023,1812,,6.25
22/11/2023,1813,,6.25
25/11/2023,1814,,6.25
28/11/2023,1815,,6.25
01/12/2023,1816,,6.25
04/12/2023,1817,,6.25
07/12/2023,1818,,6.25
10/12/2023,1819,,6.25
13/12/2023,1820,,6.25
16/12/2023,1821,,6.25
19/12/2023,1822,,6.25
22/12/2023,1823,,6.25
25/12/2023,1824,,6.25
28/12/2023,1825,,6.25
31/12/2023,1826,,6.25
03/01/2024,1827,,6.25
06/01/2024,1828,,6.25
09/01/2024,1829,,6.25
12/01/2024,1830,,6.25
15/01/2024,1831,,6.25
18/01/2024,1832,,6.25
21/01/2024,1833,,6.25
24/01/2024,1834,,6.25
27/01/2024,1835,,6.25
30/01/2024,1836,,6.25
02/02/2024,1837,,6.25
05/02/2024,1838,,6.25
08/02/2024,1839,,6.25
11/02/2024,1840,,6.25
14/02/2024,1841,,6.25
17/02/2024,1842,,6.25
20/02/2024,1843,,6.25
23/02/2024,1844,,6.25
26/02/2024,1845,,6.25
29/02/2024,1846,,6.25
03/03/2024,1847,,6.25
06/03/2024,1848,,6.25
09/03/2024,1849,,6.25
12/03/2024,1850,,6.25
15/03/2024,1851,,6.25
18/03/2024,1852,,6.25
21/03/2024,1853,,6.25
24/03/2024,1854,,6.25
27/03/2024,1855,,6.25
30/03/2024,1856,,6.25
02/04/2024,1857,,3.125
