Date,Hashrate (TH/s)
2013-10-16,2310.0
2013-10-17,2300.0
2013-10-18,2426.666667
2013-10-19,2553.333333
2013-10-20,2680.0
2013-10-21,2713.333333
2013-10-22,2746.666667
2013-10-23,2780.0
2013-10-24,3000.0
2013-10-25,3220.0
2013-10-26,3440.0
2013-10-27,3563.333333
2013-10-28,3686.666667
2013-10-29,3810.0
2013-10-30,3946.666667
2013-10-31,4083.333333
2013-11-01,4220.0
2013-11-02,3913.333333
2013-11-03,3606.666667
2013-11-04,3300.0
2013-11-05,3326.666667
2013-11-06,3353.333333
2013-11-07,3380.0
2013-11-08,3903.333333
2013-11-09,4426.666667
2013-11-10,4950.0
2013-11-11,4730.0
2013-11-12,4510.0
2013-11-13,4290.0
2013-11-14,4810.0
2013-11-15,5330.0
2013-11-16,5850.0
2013-11-17,5546.666667
2013-11-18,5243.333333
2013-11-19,4940.0
2013-11-20,4930.0
2013-11-21,4920.0
2013-11-22,4910.0
2013-11-23,4930.0
2013-11-24,4950.0
2013-11-25,4970.0
2013-11-26,5483.333333
2013-11-27,5996.666667
2013-11-28,6510.0
2013-11-29,6250.0
2013-11-30,5990.0
2013-12-01,5730.0
2013-12-02,5823.333333
2013-12-03,5916.666667
2013-12-04,6010.0
2013-12-05,6103.333333
2013-12-06,6196.666667
2013-12-07,6290.0
2013-12-08,6570.0
2013-12-09,6850.0
2013-12-10,7130.0
2013-12-11,7763.333333
2013-12-12,8396.666667
2013-12-13,9030.0
2013-12-14,8986.666667
2013-12-15,8943.333333
2013-12-16,8900.0
2013-12-17,8973.333333
2013-12-18,9046.666667
2013-12-19,9120.0
2013-12-20,9190.0
2013-12-21,9260.0
2013-12-22,9330.0
2013-12-23,9720.0
2013-12-24,10110.0
2013-12-25,10500.0
2013-12-26,9936.666667
2013-12-27,9373.333333
2013-12-28,8810.0
2013-12-29,9773.333333
2013-12-30,10736.66667
2013-12-31,11700.0
2014-01-01,11266.66667
2014-01-02,10833.33333
2014-01-03,10400.0
2014-01-04,11333.33333
2014-01-05,12266.66667
2014-01-06,13200.0
2014-01-07,13533.33333
2014-01-08,13866.66667
2014-01-09,14200.0
2014-01-10,15500.0
2014-01-11,16800.0
2014-01-12,18100.0
2014-01-13,18000.0
2014-01-14,17900.0
2014-01-15,17800.0
2014-01-16,17333.33333
2014-01-17,16866.66667
2014-01-18,16400.0
2014-01-19,16566.66667
2014-01-20,16733.33333
2014-01-21,16900.0
2014-01-22,16900.0
2014-01-23,16900.0
2014-01-24,16900.0
2014-01-25,17300.0
2014-01-26,17700.0
2014-01-27,18100.0
2014-01-28,18766.66667
2014-01-29,19433.33333
2014-01-30,20100.0
2014-01-31,20466.66667
2014-02-01,20833.33333
2014-02-02,21200.0
2014-02-03,21400.0
2014-02-04,21600.0
2014-02-05,21800.0
2014-02-06,21100.0
2014-02-07,20400.0
2014-02-08,19700.0
2014-02-09,20400.0
2014-02-10,21100.0
2014-02-11,21800.0
2014-02-12,22366.66667
2014-02-13,22933.33333
2014-02-14,23500.0
2014-02-15,24333.33333
2014-02-16,25166.66667
2014-02-17,26000.0
2014-02-18,26033.33333
2014-02-19,26066.66667
2014-02-20,26100.0
2014-02-21,26833.33333
2014-02-22,27566.66667
2014-02-23,28300.0
2014-02-24,28300.0
2014-02-25,28300.0
2014-02-26,28300.0
2014-02-27,28300.0
2014-02-28,28300.0
2014-03-01,28300.0
2014-03-02,29033.33333
2014-03-03,29766.66667
2014-03-04,30500.0
2014-03-05,31400.0
2014-03-06,32300.0
2014-03-07,33200.0
2014-03-08,32766.66667
2014-03-09,32333.33333
2014-03-10,31900.0
2014-03-11,31066.66667
2014-03-12,30233.33333
2014-03-13,29400.0
2014-03-14,32133.33333
2014-03-15,34866.66667
2014-03-16,37600.0
2014-03-17,36833.33333
2014-03-18,36066.66667
2014-03-19,35300.0
2014-03-20,37966.66667
2014-03-21,40633.33333
2014-03-22,43300.0
2014-03-23,41966.66667
2014-03-24,40633.33333
2014-03-25,39300.0
2014-03-26,40400.0
2014-03-27,41500.0
2014-03-28,42600.0
2014-03-29,43266.66667
2014-03-30,43933.33333
2014-03-31,44600.0
2014-04-01,46400.0
2014-04-02,48200.0
2014-04-03,50000.0
2014-04-04,48133.33333
2014-04-05,46266.66667
2014-04-06,44400.0
2014-04-07,47333.33333
2014-04-08,50266.66667
2014-04-09,53200.0
2014-04-10,55633.33333
2014-04-11,58066.66667
2014-04-12,60500.0
2014-04-13,55433.33333
2014-04-14,50366.66667
2014-04-15,45300.0
2014-04-16,49033.33333
2014-04-17,52766.66667
2014-04-18,56500.0
2014-04-19,55466.66667
2014-04-20,54433.33333
2014-04-21,53400.0
2014-04-22,54566.66667
2014-04-23,55733.33333
2014-04-24,56900.0
2014-04-25,57133.33333
2014-04-26,57366.66667
2014-04-27,57600.0
2014-04-28,60666.66667
2014-04-29,63733.33333
2014-04-30,66800.0
2014-05-01,64700.0
2014-05-02,62600.0
2014-05-03,60500.0
2014-05-04,61933.33333
2014-05-05,63366.66667
2014-05-06,64800.0
2014-05-07,66666.66667
2014-05-08,68533.33333
2014-05-09,70400.0
2014-05-10,71866.66667
2014-05-11,73333.33333
2014-05-12,74800.0
2014-05-13,76566.66667
2014-05-14,78333.33333
2014-05-15,80100.0
2014-05-16,79366.66667
2014-05-17,78633.33333
2014-05-18,77900.0
2014-05-19,76433.33333
2014-05-20,74966.66667
2014-05-21,73500.0
2014-05-22,75166.66667
2014-05-23,76833.33333
2014-05-24,78500.0
2014-05-25,83000.0
2014-05-26,87500.0
2014-05-27,92000.0
2014-05-28,87666.66667
2014-05-29,83333.33333
2014-05-30,79000.0
2014-05-31,85233.33333
2014-06-01,91466.66667
2014-06-02,97700.0
2014-06-03,93966.66667
2014-06-04,90233.33333
2014-06-05,86500.0
2014-06-06,84166.66667
2014-06-07,81833.33333
2014-06-08,79500.0
2014-06-09,83200.0
2014-06-10,86900.0
2014-06-11,90600.0
2014-06-12,96733.33333
2014-06-13,102866.6667
2014-06-14,109000.0
2014-06-15,110666.6667
2014-06-16,112333.3333
2014-06-17,114000.0
2014-06-18,118000.0
2014-06-19,122000.0
2014-06-20,126000.0
2014-06-21,128333.3333
2014-06-22,130666.6667
2014-06-23,133000.0
2014-06-24,130333.3333
2014-06-25,127666.6667
2014-06-26,125000.0
2014-06-27,118333.3333
2014-06-28,111666.6667
2014-06-29,105000.0
2014-06-30,107000.0
2014-07-01,109000.0
2014-07-02,111000.0
2014-07-03,115666.6667
2014-07-04,120333.3333
2014-07-05,125000.0
2014-07-06,127666.6667
2014-07-07,130333.3333
2014-07-08,133000.0
2014-07-09,134666.6667
2014-07-10,136333.3333
2014-07-11,138000.0
2014-07-12,131666.6667
2014-07-13,125333.3333
2014-07-14,119000.0
2014-07-15,125000.0
2014-07-16,131000.0
2014-07-17,137000.0
2014-07-18,134000.0
2014-07-19,131000.0
2014-07-20,128000.0
2014-07-21,128000.0
2014-07-22,128000.0
2014-07-23,128000.0
2014-07-24,135333.3333
2014-07-25,142666.6667
2014-07-26,150000.0
2014-07-27,154333.3333
2014-07-28,158666.6667
2014-07-29,163000.0
2014-07-30,161000.0
2014-07-31,159000.0
2014-08-01,157000.0
2014-08-02,145666.6667
2014-08-03,134333.3333
2014-08-04,123000.0
2014-08-05,134666.6667
2014-08-06,146333.3333
2014-08-07,158000.0
2014-08-08,164666.6667
2014-08-09,171333.3333
2014-08-10,178000.0
2014-08-11,174333.3333
2014-08-12,170666.6667
2014-08-13,167000.0
2014-08-14,165333.3333
2014-08-15,163666.6667
2014-08-16,162000.0
2014-08-17,170333.3333
2014-08-18,178666.6667
2014-08-19,187000.0
2014-08-20,186666.6667
2014-08-21,186333.3333
2014-08-22,186000.0
2014-08-23,189666.6667
2014-08-24,193333.3333
2014-08-25,197000.0
2014-08-26,197000.0
2014-08-27,197000.0
2014-08-28,197000.0
2014-08-29,199666.6667
2014-08-30,202333.3333
2014-08-31,205000.0
2014-09-01,212666.6667
2014-09-02,220333.3333
2014-09-03,228000.0
2014-09-04,226666.6667
2014-09-05,225333.3333
2014-09-06,224000.0
2014-09-07,220333.3333
2014-09-08,216666.6667
2014-09-09,213000.0
2014-09-10,222333.3333
2014-09-11,231666.6667
2014-09-12,241000.0
2014-09-13,244333.3333
2014-09-14,247666.6667
2014-09-15,251000.0
2014-09-16,247333.3333
2014-09-17,243666.6667
2014-09-18,240000.0
2014-09-19,237666.6667
2014-09-20,235333.3333
2014-09-21,233000.0
2014-09-22,236000.0
2014-09-23,239000.0
2014-09-24,242000.0
2014-09-25,241333.3333
2014-09-26,240666.6667
2014-09-27,240000.0
2014-09-28,243333.3333
2014-09-29,246666.6667
2014-09-30,250000.0
2014-10-01,248666.6667
2014-10-02,247333.3333
2014-10-03,246000.0
2014-10-04,250666.6667
2014-10-05,255333.3333
2014-10-06,260000.0
2014-10-07,265666.6667
2014-10-08,271333.3333
2014-10-09,277000.0
2014-10-10,273333.3333
2014-10-11,269666.6667
2014-10-12,266000.0
2014-10-13,264333.3333
2014-10-14,262666.6667
2014-10-15,261000.0
2014-10-16,251666.6667
2014-10-17,242333.3333
2014-10-18,233000.0
2014-10-19,254666.6667
2014-10-20,276333.3333
2014-10-21,298000.0
2014-10-22,289333.3333
2014-10-23,280666.6667
2014-10-24,272000.0
2014-10-25,270666.6667
2014-10-26,269333.3333
2014-10-27,268000.0
2014-10-28,290666.6667
2014-10-29,313333.3333
2014-10-30,336000.0
2014-10-31,316333.3333
2014-11-01,296666.6667
2014-11-02,277000.0
2014-11-03,279666.6667
2014-11-04,282333.3333
2014-11-05,285000.0
2014-11-06,281333.3333
2014-11-07,277666.6667
2014-11-08,274000.0
2014-11-09,271333.3333
2014-11-10,268666.6667
2014-11-11,266000.0
2014-11-12,275666.6667
2014-11-13,285333.3333
2014-11-14,295000.0
2014-11-15,295000.0
2014-11-16,295000.0
2014-11-17,295000.0
2014-11-18,279333.3333
2014-11-19,263666.6667
2014-11-20,248000.0
2014-11-21,269000.0
2014-11-22,290000.0
2014-11-23,311000.0
2014-11-24,294666.6667
2014-11-25,278333.3333
2014-11-26,262000.0
2014-11-27,279000.0
2014-11-28,296000.0
2014-11-29,313000.0
2014-11-30,289333.3333
2014-12-01,265666.6667
2014-12-02,242000.0
2014-12-03,257333.3333
2014-12-04,272666.6667
2014-12-05,288000.0
2014-12-06,284000.0
2014-12-07,280000.0
2014-12-08,276000.0
2014-12-09,278000.0
2014-12-10,280000.0
2014-12-11,282000.0
2014-12-12,289333.3333
2014-12-13,296666.6667
2014-12-14,304000.0
2014-12-15,293666.6667
2014-12-16,283333.3333
2014-12-17,273000.0
2014-12-18,276666.6667
2014-12-19,280333.3333
2014-12-20,284000.0
2014-12-21,288000.0
2014-12-22,292000.0
2014-12-23,296000.0
2014-12-24,302000.0
2014-12-25,308000.0
2014-12-26,314000.0
2014-12-27,304666.6667
2014-12-28,295333.3333
2014-12-29,286000.0
2014-12-30,298333.3333
2014-12-31,310666.6667
2015-01-01,323000.0
2015-01-02,328333.3333
2015-01-03,333666.6667
2015-01-04,339000.0
2015-01-05,317000.0
2015-01-06,295000.0
2015-01-07,273000.0
2015-01-08,281000.0
2015-01-09,289000.0
2015-01-10,297000.0
2015-01-11,308000.0
2015-01-12,319000.0
2015-01-13,330000.0
2015-01-14,319666.6667
2015-01-15,309333.3333
2015-01-16,299000.0
2015-01-17,286666.6667
2015-01-18,274333.3333
2015-01-19,262000.0
2015-01-20,265000.0
2015-01-21,268000.0
2015-01-22,271000.0
2015-01-23,273333.3333
2015-01-24,275666.6667
2015-01-25,278000.0
2015-01-26,301666.6667
2015-01-27,325333.3333
2015-01-28,349000.0
2015-01-29,349000.0
2015-01-30,349000.0
2015-01-31,349000.0
2015-02-01,342666.6667
2015-02-02,336333.3333
2015-02-03,330000.0
2015-02-04,337666.6667
2015-02-05,345333.3333
2015-02-06,353000.0
2015-02-07,345666.6667
2015-02-08,338333.3333
2015-02-09,331000.0
2015-02-10,323666.6667
2015-02-11,316333.3333
2015-02-12,309000.0
2015-02-13,322333.3333
2015-02-14,335666.6667
2015-02-15,349000.0
2015-02-16,353333.3333
2015-02-17,357666.6667
2015-02-18,362000.0
2015-02-19,352666.6667
2015-02-20,343333.3333
2015-02-21,334000.0
2015-02-22,343333.3333
2015-02-23,352666.6667
2015-02-24,362000.0
2015-02-25,345666.6667
2015-02-26,329333.3333
2015-02-27,313000.0
2015-02-28,327666.6667
2015-03-01,342333.3333
2015-03-02,357000.0
2015-03-03,360333.3333
2015-03-04,363666.6667
2015-03-05,367000.0
2015-03-06,348333.3333
2015-03-07,329666.6667
2015-03-08,311000.0
2015-03-09,312000.0
2015-03-10,313000.0
2015-03-11,314000.0
2015-03-12,325000.0
2015-03-13,336000.0
2015-03-14,347000.0
2015-03-15,342000.0
2015-03-16,337000.0
2015-03-17,332000.0
2015-03-18,333666.6667
2015-03-19,335333.3333
2015-03-20,337000.0
2015-03-21,354000.0
2015-03-22,371000.0
2015-03-23,388000.0
2015-03-24,391666.6667
2015-03-25,395333.3333
2015-03-26,399000.0
2015-03-27,376000.0
2015-03-28,353000.0
2015-03-29,330000.0
2015-03-30,333666.6667
2015-03-31,337333.3333
2015-04-01,341000.0
2015-04-02,351000.0
2015-04-03,361000.0
2015-04-04,371000.0
2015-04-05,345000.0
2015-04-06,319000.0
2015-04-07,293000.0
2015-04-08,307666.6667
2015-04-09,322333.3333
2015-04-10,337000.0
2015-04-11,354000.0
2015-04-12,371000.0
2015-04-13,388000.0
2015-04-14,368333.3333
2015-04-15,348666.6667
2015-04-16,329000.0
2015-04-17,355333.3333
2015-04-18,381666.6667
2015-04-19,408000.0
2015-04-20,381000.0
2015-04-21,354000.0
2015-04-22,327000.0
2015-04-23,335666.6667
2015-04-24,344333.3333
2015-04-25,353000.0
2015-04-26,337000.0
2015-04-27,321000.0
2015-04-28,305000.0
2015-04-29,319333.3333
2015-04-30,333666.6667
2015-05-01,348000.0
2015-05-02,353666.6667
2015-05-03,359333.3333
2015-05-04,365000.0
2015-05-05,360333.3333
2015-05-06,355666.6667
2015-05-07,351000.0
2015-05-08,351666.6667
2015-05-09,352333.3333
2015-05-10,353000.0
2015-05-11,346000.0
2015-05-12,339000.0
2015-05-13,332000.0
2015-05-14,361333.3333
2015-05-15,390666.6667
2015-05-16,420000.0
2015-05-17,395000.0
2015-05-18,370000.0
2015-05-19,345000.0
2015-05-20,327000.0
2015-05-21,309000.0
2015-05-22,291000.0
2015-05-23,303333.3333
2015-05-24,315666.6667
2015-05-25,328000.0
2015-05-26,345666.6667
2015-05-27,363333.3333
2015-05-28,381000.0
2015-05-29,364666.6667
2015-05-30,348333.3333
2015-05-31,332000.0
2015-06-01,333333.3333
2015-06-02,334666.6667
2015-06-03,336000.0
2015-06-04,355666.6667
2015-06-05,375333.3333
2015-06-06,395000.0
2015-06-07,388000.0
2015-06-08,381000.0
2015-06-09,374000.0
2015-06-10,374000.0
2015-06-11,374000.0
2015-06-12,374000.0
2015-06-13,350666.6667
2015-06-14,327333.3333
2015-06-15,304000.0
2015-06-16,335333.3333
2015-06-17,366666.6667
2015-06-18,398000.0
2015-06-19,387333.3333
2015-06-20,376666.6667
2015-06-21,366000.0
2015-06-22,375666.6667
2015-06-23,385333.3333
2015-06-24,395000.0
2015-06-25,384333.3333
2015-06-26,373666.6667
2015-06-27,363000.0
2015-06-28,360666.6667
2015-06-29,358333.3333
2015-06-30,356000.0
2015-07-01,364333.3333
2015-07-02,372666.6667
2015-07-03,381000.0
2015-07-04,375000.0
2015-07-05,369000.0
2015-07-06,363000.0
2015-07-07,369666.6667
2015-07-08,376333.3333
2015-07-09,383000.0
2015-07-10,378000.0
2015-07-11,373000.0
2015-07-12,368000.0
2015-07-13,360333.3333
2015-07-14,352666.6667
2015-07-15,345000.0
2015-07-16,351000.0
2015-07-17,357000.0
2015-07-18,363000.0
2015-07-19,366333.3333
2015-07-20,369666.6667
2015-07-21,373000.0
2015-07-22,381333.3333
2015-07-23,389666.6667
2015-07-24,398000.0
2015-07-25,388333.3333
2015-07-26,378666.6667
2015-07-27,369000.0
2015-07-28,366333.3333
2015-07-29,363666.6667
2015-07-30,361000.0
2015-07-31,368000.0
2015-08-01,375000.0
2015-08-02,382000.0
2015-08-03,376000.0
2015-08-04,370000.0
2015-08-05,364000.0
2015-08-06,360666.6667
2015-08-07,357333.3333
2015-08-08,354000.0
2015-08-09,343333.3333
2015-08-10,332666.6667
2015-08-11,322000.0
2015-08-12,331666.6667
2015-08-13,341333.3333
2015-08-14,351000.0
2015-08-15,360666.6667
2015-08-16,370333.3333
2015-08-17,380000.0
2015-08-18,387666.6667
2015-08-19,395333.3333
2015-08-20,403000.0
2015-08-21,409666.6667
2015-08-22,416333.3333
2015-08-23,423000.0
2015-08-24,416000.0
2015-08-25,409000.0
2015-08-26,402000.0
2015-08-27,397333.3333
2015-08-28,392666.6667
2015-08-29,388000.0
2015-08-30,397000.0
2015-08-31,406000.0
2015-09-01,415000.0
2015-09-02,419333.3333
2015-09-03,423666.6667
2015-09-04,428000.0
2015-09-05,416666.6667
2015-09-06,405333.3333
2015-09-07,394000.0
2015-09-08,426000.0
2015-09-09,458000.0
2015-09-10,490000.0
2015-09-11,476666.6667
2015-09-12,463333.3333
2015-09-13,450000.0
2015-09-14,433000.0
2015-09-15,416000.0
2015-09-16,399000.0
2015-09-17,384000.0
2015-09-18,369000.0
2015-09-19,354000.0
2015-09-20,383333.3333
2015-09-21,412666.6667
2015-09-22,442000.0
2015-09-23,444000.0
2015-09-24,446000.0
2015-09-25,448000.0
2015-09-26,468666.6667
2015-09-27,489333.3333
2015-09-28,510000.0
2015-09-29,466000.0
2015-09-30,422000.0
2015-10-01,378000.0
2015-10-02,401000.0
2015-10-03,424000.0
2015-10-04,447000.0
2015-10-05,436000.0
2015-10-06,425000.0
2015-10-07,414000.0
2015-10-08,427000.0
2015-10-09,440000.0
2015-10-10,453000.0
2015-10-11,455333.3333
2015-10-12,457666.6667
2015-10-13,460000.0
2015-10-14,438666.6667
2015-10-15,417333.3333
2015-10-16,396000.0
2015-10-17,392000.0
2015-10-18,388000.0
2015-10-19,384000.0
2015-10-20,411333.3333
2015-10-21,438666.6667
2015-10-22,466000.0
2015-10-23,464000.0
2015-10-24,462000.0
2015-10-25,460000.0
2015-10-26,459333.3333
2015-10-27,458666.6667
2015-10-28,458000.0
2015-10-29,469333.3333
2015-10-30,480666.6667
2015-10-31,492000.0
2015-11-01,488000.0
2015-11-02,484000.0
2015-11-03,480000.0
2015-11-04,488000.0
2015-11-05,496000.0
2015-11-06,504000.0
2015-11-07,483666.6667
2015-11-08,463333.3333
2015-11-09,443000.0
2015-11-10,477666.6667
2015-11-11,512333.3333
2015-11-12,547000.0
2015-11-13,556666.6667
2015-11-14,566333.3333
2015-11-15,576000.0
2015-11-16,536666.6667
2015-11-17,497333.3333
2015-11-18,458000.0
2015-11-19,495333.3333
2015-11-20,532666.6667
2015-11-21,570000.0
2015-11-22,565666.6667
2015-11-23,561333.3333
2015-11-24,557000.0
2015-11-25,547333.3333
2015-11-26,537666.6667
2015-11-27,528000.0
2015-11-28,583333.3333
2015-11-29,638666.6667
2015-11-30,694000.0
2015-12-01,638666.6667
2015-12-02,583333.3333
2015-12-03,528000.0
2015-12-04,550000.0
2015-12-05,572000.0
2015-12-06,594000.0
2015-12-07,653000.0
2015-12-08,712000.0
2015-12-09,771000.0
2015-12-10,709333.3333
2015-12-11,647666.6667
2015-12-12,586000.0
2015-12-13,611000.0
2015-12-14,636000.0
2015-12-15,661000.0
2015-12-16,680666.6667
2015-12-17,700333.3333
2015-12-18,720000.0
2015-12-19,698333.3333
2015-12-20,676666.6667
2015-12-21,655000.0
2015-12-22,644000.0
2015-12-23,633000.0
2015-12-24,622000.0
2015-12-25,664000.0
2015-12-26,706000.0
2015-12-27,748000.0
2015-12-28,746666.6667
2015-12-29,745333.3333
2015-12-30,744000.0
2015-12-31,752333.3333
2016-01-01,760666.6667
2016-01-02,769000.0
2016-01-03,746666.6667
2016-01-04,724333.3333
2016-01-05,702000.0
2016-01-06,741666.6667
2016-01-07,781333.3333
2016-01-08,821000.0
2016-01-09,850333.3333
2016-01-10,879666.6667
2016-01-11,909000.0
2016-01-12,837000.0
2016-01-13,765000.0
2016-01-14,693000.0
2016-01-15,790666.6667
2016-01-16,888333.3333
2016-01-17,986000.0
2016-01-18,909000.0
2016-01-19,832000.0
2016-01-20,755000.0
2016-01-21,815000.0
2016-01-22,875000.0
2016-01-23,935000.0
2016-01-24,929666.6667
2016-01-25,924333.3333
2016-01-26,919000.0
2016-01-27,966000.0
2016-01-28,1013000.0
2016-01-29,1060000.0
2016-01-30,1033000.0
2016-01-31,1006000.0
2016-02-01,979000.0
2016-02-02,1009333.333
2016-02-03,1039666.667
2016-02-04,1070000.0
2016-02-05,1096666.667
2016-02-06,1123333.333
2016-02-07,1150000.0
2016-02-08,1226666.667
2016-02-09,1303333.333
2016-02-10,1380000.0
2016-02-11,1350000.0
2016-02-12,1320000.0
2016-02-13,1290000.0
2016-02-14,1193333.333
2016-02-15,1096666.667
2016-02-16,1000000.0
2016-02-17,1093333.333
2016-02-18,1186666.667
2016-02-19,1280000.0
2016-02-20,1220000.0
2016-02-21,1160000.0
2016-02-22,1100000.0
2016-02-23,1140000.0
2016-02-24,1180000.0
2016-02-25,1220000.0
2016-02-26,1180000.0
2016-02-27,1140000.0
2016-02-28,1100000.0
2016-02-29,1093333.333
2016-03-01,1086666.667
2016-03-02,1080000.0
2016-03-03,1083333.333
2016-03-04,1086666.667
2016-03-05,1090000.0
2016-03-06,1160000.0
2016-03-07,1230000.0
2016-03-08,1300000.0
2016-03-09,1246666.667
2016-03-10,1193333.333
2016-03-11,1140000.0
2016-03-12,1160000.0
2016-03-13,1180000.0
2016-03-14,1200000.0
2016-03-15,1180000.0
2016-03-16,1160000.0
2016-03-17,1140000.0
2016-03-18,1106666.667
2016-03-19,1073333.333
2016-03-20,1040000.0
2016-03-21,1106666.667
2016-03-22,1173333.333
2016-03-23,1240000.0
2016-03-24,1246666.667
2016-03-25,1253333.333
2016-03-26,1260000.0
2016-03-27,1276666.667
2016-03-28,1293333.333
2016-03-29,1310000.0
2016-03-30,1286666.667
2016-03-31,1263333.333
2016-04-01,1240000.0
2016-04-02,1240000.0
2016-04-03,1240000.0
2016-04-04,1240000.0
2016-04-05,1216666.667
2016-04-06,1193333.333
2016-04-07,1170000.0
2016-04-08,1196666.667
2016-04-09,1223333.333
2016-04-10,1250000.0
2016-04-11,1323333.333
2016-04-12,1396666.667
2016-04-13,1470000.0
2016-04-14,1433333.333
2016-04-15,1396666.667
2016-04-16,1360000.0
2016-04-17,1396666.667
2016-04-18,1433333.333
2016-04-19,1470000.0
2016-04-20,1406666.667
2016-04-21,1343333.333
2016-04-22,1280000.0
2016-04-23,1300000.0
2016-04-24,1320000.0
2016-04-25,1340000.0
2016-04-26,1360000.0
2016-04-27,1380000.0
2016-04-28,1400000.0
2016-04-29,1396666.667
2016-04-30,1393333.333
2016-05-01,1390000.0
2016-05-02,1390000.0
2016-05-03,1390000.0
2016-05-04,1390000.0
2016-05-05,1410000.0
2016-05-06,1430000.0
2016-05-07,1450000.0
2016-05-08,1393333.333
2016-05-09,1336666.667
2016-05-10,1280000.0
2016-05-11,1316666.667
2016-05-12,1353333.333
2016-05-13,1390000.0
2016-05-14,1380000.0
2016-05-15,1370000.0
2016-05-16,1360000.0
2016-05-17,1386666.667
2016-05-18,1413333.333
2016-05-19,1440000.0
2016-05-20,1543333.333
2016-05-21,1646666.667
2016-05-22,1750000.0
2016-05-23,1620000.0
2016-05-24,1490000.0
2016-05-25,1360000.0
2016-05-26,1393333.333
2016-05-27,1426666.667
2016-05-28,1460000.0
2016-05-29,1450000.0
2016-05-30,1440000.0
2016-05-31,1430000.0
2016-06-01,1346666.667
2016-06-02,1263333.333
2016-06-03,1180000.0
2016-06-04,1256666.667
2016-06-05,1333333.333
2016-06-06,1410000.0
2016-06-07,1406666.667
2016-06-08,1403333.333
2016-06-09,1400000.0
2016-06-10,1456666.667
2016-06-11,1513333.333
2016-06-12,1570000.0
2016-06-13,1530000.0
2016-06-14,1490000.0
2016-06-15,1450000.0
2016-06-16,1543333.333
2016-06-17,1636666.667
2016-06-18,1730000.0
2016-06-19,1600000.0
2016-06-20,1470000.0
2016-06-21,1340000.0
2016-06-22,1470000.0
2016-06-23,1600000.0
2016-06-24,1730000.0
2016-06-25,1670000.0
2016-06-26,1610000.0
2016-06-27,1550000.0
2016-06-28,1576666.667
2016-06-29,1603333.333
2016-06-30,1630000.0
2016-07-01,1620000.0
2016-07-02,1610000.0
2016-07-03,1600000.0
2016-07-04,1553333.333
2016-07-05,1506666.667
2016-07-06,1460000.0
2016-07-07,1523333.333
2016-07-08,1586666.667
2016-07-09,1650000.0
2016-07-10,1560000.0
2016-07-11,1470000.0
2016-07-12,1380000.0
2016-07-13,1476666.667
2016-07-14,1573333.333
2016-07-15,1670000.0
2016-07-16,1566666.667
2016-07-17,1463333.333
2016-07-18,1360000.0
2016-07-19,1363333.333
2016-07-20,1366666.667
2016-07-21,1370000.0
2016-07-22,1380000.0
2016-07-23,1390000.0
2016-07-24,1400000.0
2016-07-25,1416666.667
2016-07-26,1433333.333
2016-07-27,1450000.0
2016-07-28,1510000.0
2016-07-29,1570000.0
2016-07-30,1630000.0
2016-07-31,1650000.0
2016-08-01,1670000.0
2016-08-02,1690000.0
2016-08-03,1686666.667
2016-08-04,1683333.333
2016-08-05,1680000.0
2016-08-06,1536666.667
2016-08-07,1393333.333
2016-08-08,1250000.0
2016-08-09,1333333.333
2016-08-10,1416666.667
2016-08-11,1500000.0
2016-08-12,1526666.667
2016-08-13,1553333.333
2016-08-14,1580000.0
2016-08-15,1606666.667
2016-08-16,1633333.333
2016-08-17,1660000.0
2016-08-18,1693333.333
2016-08-19,1726666.667
2016-08-20,1760000.0
2016-08-21,1723333.333
2016-08-22,1686666.667
2016-08-23,1650000.0
2016-08-24,1620000.0
2016-08-25,1590000.0
2016-08-26,1560000.0
2016-08-27,1643333.333
2016-08-28,1726666.667
2016-08-29,1810000.0
2016-08-30,1766666.667
2016-08-31,1723333.333
2016-09-01,1680000.0
2016-09-02,1633333.333
2016-09-03,1586666.667
2016-09-04,1540000.0
2016-09-05,1553333.333
2016-09-06,1566666.667
2016-09-07,1580000.0
2016-09-08,1653333.333
2016-09-09,1726666.667
2016-09-10,1800000.0
2016-09-11,1783333.333
2016-09-12,1766666.667
2016-09-13,1750000.0
2016-09-14,1776666.667
2016-09-15,1803333.333
2016-09-16,1830000.0
2016-09-17,1793333.333
2016-09-18,1756666.667
2016-09-19,1720000.0
2016-09-20,1656666.667
2016-09-21,1593333.333
2016-09-22,1530000.0
2016-09-23,1630000.0
2016-09-24,1730000.0
2016-09-25,1830000.0
2016-09-26,1790000.0
2016-09-27,1750000.0
2016-09-28,1710000.0
2016-09-29,1703333.333
2016-09-30,1696666.667
2016-10-01,1690000.0
2016-10-02,1793333.333
2016-10-03,1896666.667
2016-10-04,2000000.0
2016-10-05,2056666.667
2016-10-06,2113333.333
2016-10-07,2170000.0
2016-10-08,2043333.333
2016-10-09,1916666.667
2016-10-10,1790000.0
2016-10-11,1776666.667
2016-10-12,1763333.333
2016-10-13,1750000.0
2016-10-14,1703333.333
2016-10-15,1656666.667
2016-10-16,1610000.0
2016-10-17,1646666.667
2016-10-18,1683333.333
2016-10-19,1720000.0
2016-10-20,1753333.333
2016-10-21,1786666.667
2016-10-22,1820000.0
2016-10-23,1796666.667
2016-10-24,1773333.333
2016-10-25,1750000.0
2016-10-26,1793333.333
2016-10-27,1836666.667
2016-10-28,1880000.0
2016-10-29,1860000.0
