Date,Hashrate (TH/s)
2016-10-30,1840000.0
2016-10-31,1820000.0
2016-11-01,1700000.0
2016-11-02,1580000.0
2016-11-03,1460000.0
2016-11-04,1590000.0
2016-11-05,1720000.0
2016-11-06,1850000.0
2016-11-07,1943333.333
2016-11-08,2036666.667
2016-11-09,2130000.0
2016-11-10,2023333.333
2016-11-11,1916666.667
2016-11-12,1810000.0
2016-11-13,1933333.333
2016-11-14,2056666.667
2016-11-15,2180000.0
2016-11-16,2116666.667
2016-11-17,2053333.333
2016-11-18,1990000.0
2016-11-19,1953333.333
2016-11-20,1916666.667
2016-11-21,1880000.0
2016-11-22,1963333.333
2016-11-23,2046666.667
2016-11-24,2130000.0
2016-11-25,2186666.667
2016-11-26,2243333.333
2016-11-27,2300000.0
2016-11-28,2216666.667
2016-11-29,2133333.333
2016-11-30,2050000.0
2016-12-01,2070000.0
2016-12-02,2090000.0
2016-12-03,2110000.0
2016-12-04,2236666.667
2016-12-05,2363333.333
2016-12-06,2490000.0
2016-12-07,2286666.667
2016-12-08,2083333.333
2016-12-09,1880000.0
2016-12-10,2100000.0
2016-12-11,2320000.0
2016-12-12,2540000.0
2016-12-13,2376666.667
2016-12-14,2213333.333
2016-12-15,2050000.0
2016-12-16,2146666.667
2016-12-17,2243333.333
2016-12-18,2340000.0
2016-12-19,2376666.667
2016-12-20,2413333.333
2016-12-21,2450000.0
2016-12-22,2490000.0
2016-12-23,2530000.0
2016-12-24,2570000.0
2016-12-25,2576666.667
2016-12-26,2583333.333
2016-12-27,2590000.0
2016-12-28,2506666.667
2016-12-29,2423333.333
2016-12-30,2340000.0
2016-12-31,2423333.333
2017-01-01,2506666.667
2017-01-02,2590000.0
2017-01-03,2573333.333
2017-01-04,2556666.667
2017-01-05,2540000.0
2017-01-06,2410000.0
2017-01-07,2280000.0
2017-01-08,2150000.0
2017-01-09,2400000.0
2017-01-10,2650000.0
2017-01-11,2900000.0
2017-01-12,2866666.667
2017-01-13,2833333.333
2017-01-14,2800000.0
2017-01-15,2710000.0
2017-01-16,2620000.0
2017-01-17,2530000.0
2017-01-18,2696666.667
2017-01-19,2863333.333
2017-01-20,3030000.0
2017-01-21,2990000.0
2017-01-22,2950000.0
2017-01-23,2910000.0
2017-01-24,3046666.667
2017-01-25,3183333.333
2017-01-26,3320000.0
2017-01-27,3163333.333
2017-01-28,3006666.667
2017-01-29,2850000.0
2017-01-30,2923333.333
2017-01-31,2996666.667
2017-02-01,3070000.0
2017-02-02,3160000.0
2017-02-03,3250000.0
2017-02-04,3340000.0
2017-02-05,3246666.667
2017-02-06,3153333.333
2017-02-07,3060000.0
2017-02-08,3013333.333
2017-02-09,2966666.667
2017-02-10,2920000.0
2017-02-11,3130000.0
2017-02-12,3340000.0
2017-02-13,3550000.0
2017-02-14,3423333.333
2017-02-15,3296666.667
2017-02-16,3170000.0
2017-02-17,3193333.333
2017-02-18,3216666.667
2017-02-19,3240000.0
2017-02-20,3256666.667
2017-02-21,3273333.333
2017-02-22,3290000.0
2017-02-23,3493333.333
2017-02-24,3696666.667
2017-02-25,3900000.0
2017-02-26,3653333.333
2017-02-27,3406666.667
2017-02-28,3160000.0
2017-03-01,3130000.0
2017-03-02,3100000.0
2017-03-03,3070000.0
2017-03-04,3213333.333
2017-03-05,3356666.667
2017-03-06,3500000.0
2017-03-07,3523333.333
2017-03-08,3546666.667
2017-03-09,3570000.0
2017-03-10,3486666.667
2017-03-11,3403333.333
2017-03-12,3320000.0
2017-03-13,3380000.0
2017-03-14,3440000.0
2017-03-15,3500000.0
2017-03-16,3643333.333
2017-03-17,3786666.667
2017-03-18,3930000.0
2017-03-19,3890000.0
2017-03-20,3850000.0
2017-03-21,3810000.0
2017-03-22,3590000.0
2017-03-23,3370000.0
2017-03-24,3150000.0
2017-03-25,3323333.333
2017-03-26,3496666.667
2017-03-27,3670000.0
2017-03-28,3563333.333
2017-03-29,3456666.667
2017-03-30,3350000.0
2017-03-31,3690000.0
2017-04-01,4030000.0
2017-04-02,4370000.0
2017-04-03,4130000.0
2017-04-04,3890000.0
2017-04-05,3650000.0
2017-04-06,3750000.0
2017-04-07,3850000.0
2017-04-08,3950000.0
2017-04-09,3810000.0
2017-04-10,3670000.0
2017-04-11,3530000.0
2017-04-12,3656666.667
2017-04-13,3783333.333
2017-04-14,3910000.0
2017-04-15,3866666.667
2017-04-16,3823333.333
2017-04-17,3780000.0
2017-04-18,3960000.0
2017-04-19,4140000.0
2017-04-20,4320000.0
2017-04-21,3950000.0
2017-04-22,3580000.0
2017-04-23,3210000.0
2017-04-24,3410000.0
2017-04-25,3610000.0
2017-04-26,3810000.0
2017-04-27,3846666.667
2017-04-28,3883333.333
2017-04-29,3920000.0
2017-04-30,3756666.667
2017-05-01,3593333.333
2017-05-02,3430000.0
2017-05-03,3740000.0
2017-05-04,4050000.0
2017-05-05,4360000.0
2017-05-06,4246666.667
2017-05-07,4133333.333
2017-05-08,4020000.0
2017-05-09,4110000.0
2017-05-10,4200000.0
2017-05-11,4290000.0
2017-05-12,4436666.667
2017-05-13,4583333.333
2017-05-14,4730000.0
2017-05-15,4470000.0
2017-05-16,4210000.0
2017-05-17,3950000.0
2017-05-18,3996666.667
2017-05-19,4043333.333
2017-05-20,4090000.0
2017-05-21,4246666.667
2017-05-22,4403333.333
2017-05-23,4560000.0
2017-05-24,4700000.0
2017-05-25,4840000.0
2017-05-26,4980000.0
2017-05-27,5086666.667
2017-05-28,5193333.333
2017-05-29,5300000.0
2017-05-30,4976666.667
2017-05-31,4653333.333
2017-06-01,4330000.0
2017-06-02,4730000.0
2017-06-03,5130000.0
2017-06-04,5530000.0
2017-06-05,5543333.333
2017-06-06,5556666.667
2017-06-07,5570000.0
2017-06-08,5356666.667
2017-06-09,5143333.333
2017-06-10,4930000.0
2017-06-11,4860000.0
2017-06-12,4790000.0
2017-06-13,4720000.0
2017-06-14,4856666.667
2017-06-15,4993333.333
2017-06-16,5130000.0
2017-06-17,5046666.667
2017-06-18,4963333.333
2017-06-19,4880000.0
2017-06-20,5140000.0
2017-06-21,5400000.0
2017-06-22,5660000.0
2017-06-23,5446666.667
2017-06-24,5233333.333
2017-06-25,5020000.0
2017-06-26,4763333.333
2017-06-27,4506666.667
2017-06-28,4250000.0
2017-06-29,5040000.0
2017-06-30,5830000.0
2017-07-01,6620000.0
2017-07-02,6163333.333
2017-07-03,5706666.667
2017-07-04,5250000.0
2017-07-05,5436666.667
2017-07-06,5623333.333
2017-07-07,5810000.0
2017-07-08,5903333.333
2017-07-09,5996666.667
2017-07-10,6090000.0
2017-07-11,5913333.333
2017-07-12,5736666.667
2017-07-13,5560000.0
2017-07-14,5680000.0
2017-07-15,5800000.0
2017-07-16,5920000.0
2017-07-17,6106666.667
2017-07-18,6293333.333
2017-07-19,6480000.0
2017-07-20,6613333.333
2017-07-21,6746666.667
2017-07-22,6880000.0
2017-07-23,6546666.667
2017-07-24,6213333.333
2017-07-25,5880000.0
2017-07-26,6156666.667
2017-07-27,6433333.333
2017-07-28,6710000.0
2017-07-29,6596666.667
2017-07-30,6483333.333
2017-07-31,6370000.0
2017-08-01,6796666.667
2017-08-02,7223333.333
2017-08-03,7650000.0
2017-08-04,7280000.0
2017-08-05,6910000.0
2017-08-06,6540000.0
2017-08-07,6410000.0
2017-08-08,6280000.0
2017-08-09,6150000.0
2017-08-10,6363333.333
2017-08-11,6576666.667
2017-08-12,6790000.0
2017-08-13,6516666.667
2017-08-14,6243333.333
2017-08-15,5970000.0
2017-08-16,6290000.0
2017-08-17,6610000.0
2017-08-18,6930000.0
2017-08-19,5980000.0
2017-08-20,5030000.0
2017-08-21,4080000.0
2017-08-22,4206666.667
2017-08-23,4333333.333
2017-08-24,4460000.0
2017-08-25,4873333.333
2017-08-26,5286666.667
2017-08-27,5700000.0
2017-08-28,6200000.0
2017-08-29,6700000.0
2017-08-30,7200000.0
2017-08-31,7066666.667
2017-09-01,6933333.333
2017-09-02,6800000.0
2017-09-03,7010000.0
2017-09-04,7220000.0
2017-09-05,7430000.0
2017-09-06,7536666.667
2017-09-07,7643333.333
2017-09-08,7750000.0
2017-09-09,8040000.0
2017-09-10,8330000.0
2017-09-11,8620000.0
2017-09-12,8500000.0
2017-09-13,8380000.0
2017-09-14,8260000.0
2017-09-15,7830000.0
2017-09-16,7400000.0
2017-09-17,6970000.0
2017-09-18,7863333.333
2017-09-19,8756666.667
2017-09-20,9650000.0
2017-09-21,9083333.333
2017-09-22,8516666.667
2017-09-23,7950000.0
2017-09-24,7986666.667
2017-09-25,8023333.333
2017-09-26,8060000.0
2017-09-27,7896666.667
2017-09-28,7733333.333
2017-09-29,7570000.0
2017-09-30,8446666.667
2017-10-01,9323333.333
2017-10-02,10200000.0
2017-10-03,9760000.0
2017-10-04,9320000.0
2017-10-05,8880000.0
2017-10-06,8916666.667
2017-10-07,8953333.333
2017-10-08,8990000.0
2017-10-09,8843333.333
2017-10-10,8696666.667
2017-10-11,8550000.0
2017-10-12,9566666.667
2017-10-13,10583333.33
2017-10-14,11600000.0
2017-10-15,10726666.67
2017-10-16,9853333.333
2017-10-17,8980000.0
2017-10-18,9020000.0
2017-10-19,9060000.0
2017-10-20,9100000.0
2017-10-21,9380000.0
2017-10-22,9660000.0
2017-10-23,9940000.0
2017-10-24,9130000.0
2017-10-25,8320000.0
2017-10-26,7510000.0
2017-10-27,8540000.0
2017-10-28,9570000.0
2017-10-29,10600000.0
2017-10-30,10666666.67
2017-10-31,10733333.33
2017-11-01,10800000.0
2017-11-02,10600000.0
2017-11-03,10400000.0
2017-11-04,10200000.0
2017-11-05,10266666.67
2017-11-06,10333333.33
2017-11-07,10400000.0
2017-11-08,8743333.333
2017-11-09,7086666.667
2017-11-10,5430000.0
2017-11-11,6513333.333
2017-11-12,7596666.667
2017-11-13,8680000.0
2017-11-14,9553333.333
2017-11-15,10426666.67
2017-11-16,11300000.0
2017-11-17,11500000.0
2017-11-18,11700000.0
2017-11-19,11900000.0
2017-11-20,11466666.67
2017-11-21,11033333.33
2017-11-22,10600000.0
2017-11-23,10466666.67
2017-11-24,10333333.33
2017-11-25,10200000.0
2017-11-26,10666666.67
2017-11-27,11133333.33
2017-11-28,11600000.0
2017-11-29,11333333.33
2017-11-30,11066666.67
2017-12-01,10800000.0
2017-12-02,11166666.67
2017-12-03,11533333.33
2017-12-04,11900000.0
2017-12-05,12033333.33
2017-12-06,12166666.67
2017-12-07,12300000.0
2017-12-08,12700000.0
2017-12-09,13100000.0
2017-12-10,13500000.0
2017-12-11,13866666.67
2017-12-12,14233333.33
2017-12-13,14600000.0
2017-12-14,14600000.0
2017-12-15,14600000.0
2017-12-16,14600000.0
2017-12-17,13966666.67
2017-12-18,13333333.33
2017-12-19,12700000.0
2017-12-20,12766666.67
2017-12-21,12833333.33
2017-12-22,12900000.0
2017-12-23,13000000.0
2017-12-24,13100000.0
2017-12-25,13200000.0
2017-12-26,13933333.33
2017-12-27,14666666.67
2017-12-28,15400000.0
2017-12-29,15266666.67
2017-12-30,15133333.33
2017-12-31,15000000.0
2018-01-01,15366666.67
2018-01-02,15733333.33
2018-01-03,16100000.0
2018-01-04,15933333.33
2018-01-05,15766666.67
2018-01-06,15600000.0
2018-01-07,15700000.0
2018-01-08,15800000.0
2018-01-09,15900000.0
2018-01-10,16100000.0
2018-01-11,16300000.0
2018-01-12,16500000.0
2018-01-13,16866666.67
2018-01-14,17233333.33
2018-01-15,17600000.0
2018-01-16,17833333.33
2018-01-17,18066666.67
2018-01-18,18300000.0
2018-01-19,18366666.67
2018-01-20,18433333.33
2018-01-21,18500000.0
2018-01-22,19133333.33
2018-01-23,19766666.67
2018-01-24,20400000.0
2018-01-25,20400000.0
2018-01-26,20400000.0
2018-01-27,20400000.0
2018-01-28,18633333.33
2018-01-29,16866666.67
2018-01-30,15100000.0
2018-01-31,16866666.67
2018-02-01,18633333.33
2018-02-02,20400000.0
2018-02-03,21700000.0
2018-02-04,23000000.0
2018-02-05,24300000.0
2018-02-06,22633333.33
2018-02-07,20966666.67
2018-02-08,19300000.0
2018-02-09,20766666.67
2018-02-10,22233333.33
2018-02-11,23700000.0
2018-02-12,22033333.33
2018-02-13,20366666.67
2018-02-14,18700000.0
2018-02-15,20166666.67
2018-02-16,21633333.33
2018-02-17,23100000.0
2018-02-18,23833333.33
2018-02-19,24566666.67
2018-02-20,25300000.0
2018-02-21,24100000.0
2018-02-22,22900000.0
2018-02-23,21700000.0
2018-02-24,22433333.33
2018-02-25,23166666.67
2018-02-26,23900000.0
2018-02-27,23700000.0
2018-02-28,23500000.0
2018-03-01,23300000.0
2018-03-02,23666666.67
2018-03-03,24033333.33
2018-03-04,24400000.0
2018-03-05,25100000.0
2018-03-06,25800000.0
2018-03-07,26500000.0
2018-03-08,26000000.0
2018-03-09,25500000.0
2018-03-10,25000000.0
2018-03-11,24533333.33
2018-03-12,24066666.67
2018-03-13,23600000.0
2018-03-14,23866666.67
2018-03-15,24133333.33
2018-03-16,24400000.0
2018-03-17,23566666.67
2018-03-18,22733333.33
2018-03-19,21900000.0
2018-03-20,22233333.33
2018-03-21,22566666.67
2018-03-22,22900000.0
2018-03-23,23866666.67
2018-03-24,24833333.33
2018-03-25,25800000.0
2018-03-26,25933333.33
2018-03-27,26066666.67
2018-03-28,26200000.0
2018-03-29,26900000.0
2018-03-30,27600000.0
2018-03-31,28300000.0
2018-04-01,27433333.33
2018-04-02,26566666.67
2018-04-03,25700000.0
2018-04-04,27600000.0
2018-04-05,29500000.0
2018-04-06,31400000.0
2018-04-07,30466666.67
2018-04-08,29533333.33
2018-04-09,28600000.0
2018-04-10,28666666.67
2018-04-11,28733333.33
2018-04-12,28800000.0
2018-04-13,28166666.67
2018-04-14,27533333.33
2018-04-15,26900000.0
2018-04-16,29266666.67
2018-04-17,31633333.33
2018-04-18,34000000.0
2018-04-19,32833333.33
2018-04-20,31666666.67
2018-04-21,30500000.0
2018-04-22,28166666.67
2018-04-23,25833333.33
2018-04-24,23500000.0
2018-04-25,24200000.0
2018-04-26,24900000.0
2018-04-27,25600000.0
2018-04-28,27600000.0
2018-04-29,29600000.0
2018-04-30,31600000.0
2018-05-01,30266666.67
2018-05-02,28933333.33
2018-05-03,27600000.0
2018-05-04,28400000.0
2018-05-05,29200000.0
2018-05-06,30000000.0
2018-05-07,30266666.67
2018-05-08,30533333.33
2018-05-09,30800000.0
2018-05-10,30700000.0
2018-05-11,30600000.0
2018-05-12,30500000.0
2018-05-13,32633333.33
2018-05-14,34766666.67
2018-05-15,36900000.0
2018-05-16,35166666.67
2018-05-17,33433333.33
2018-05-18,31700000.0
2018-05-19,31500000.0
2018-05-20,31300000.0
2018-05-21,31100000.0
2018-05-22,33300000.0
2018-05-23,35500000.0
2018-05-24,37700000.0
2018-05-25,36266666.67
2018-05-26,34833333.33
2018-05-27,33400000.0
2018-05-28,34400000.0
2018-05-29,35400000.0
2018-05-30,36400000.0
2018-05-31,35900000.0
2018-06-01,35400000.0
2018-06-02,34900000.0
2018-06-03,35300000.0
2018-06-04,35700000.0
2018-06-05,36100000.0
2018-06-06,35766666.67
2018-06-07,35433333.33
2018-06-08,35100000.0
2018-06-09,35266666.67
2018-06-10,35433333.33
2018-06-11,35600000.0
2018-06-12,36266666.67
2018-06-13,36933333.33
2018-06-14,37600000.0
2018-06-15,38500000.0
2018-06-16,39400000.0
2018-06-17,40300000.0
2018-06-18,41166666.67
2018-06-19,42033333.33
2018-06-20,42900000.0
2018-06-21,43000000.0
2018-06-22,43100000.0
2018-06-23,43200000.0
2018-06-24,38966666.67
2018-06-25,34733333.33
2018-06-26,30500000.0
2018-06-27,32200000.0
2018-06-28,33900000.0
2018-06-29,35600000.0
2018-06-30,34033333.33
2018-07-01,32466666.67
2018-07-02,30900000.0
2018-07-03,34833333.33
2018-07-04,38766666.67
2018-07-05,42700000.0
2018-07-06,40566666.67
2018-07-07,38433333.33
2018-07-08,36300000.0
2018-07-09,36733333.33
2018-07-10,37166666.67
2018-07-11,37600000.0
2018-07-12,36900000.0
2018-07-13,36200000.0
2018-07-14,35500000.0
2018-07-15,38600000.0
2018-07-16,41700000.0
2018-07-17,44800000.0
2018-07-18,41633333.33
2018-07-19,38466666.67
2018-07-20,35300000.0
2018-07-21,37166666.67
2018-07-22,39033333.33
2018-07-23,40900000.0
2018-07-24,41600000.0
2018-07-25,42300000.0
2018-07-26,43000000.0
2018-07-27,41866666.67
2018-07-28,40733333.33
2018-07-29,39600000.0
2018-07-30,41466666.67
2018-07-31,43333333.33
2018-08-01,45200000.0
2018-08-02,45900000.0
2018-08-03,46600000.0
2018-08-04,47300000.0
2018-08-05,47000000.0
2018-08-06,46700000.0
2018-08-07,46400000.0
2018-08-08,48400000.0
2018-08-09,50400000.0
2018-08-10,52400000.0
2018-08-11,49333333.33
2018-08-12,46266666.67
2018-08-13,43200000.0
2018-08-14,44900000.0
2018-08-15,46600000.0
2018-08-16,48300000.0
2018-08-17,48066666.67
2018-08-18,47833333.33
2018-08-19,47600000.0
2018-08-20,47500000.0
2018-08-21,47400000.0
2018-08-22,47300000.0
2018-08-23,50833333.33
2018-08-24,54366666.67
2018-08-25,57900000.0
2018-08-26,54100000.0
2018-08-27,50300000.0
2018-08-28,46500000.0
2018-08-29,47833333.33
2018-08-30,49166666.67
2018-08-31,50500000.0
2018-09-01,47700000.0
2018-09-02,44900000.0
2018-09-03,42100000.0
2018-09-04,45633333.33
2018-09-05,49166666.67
2018-09-06,52700000.0
2018-09-07,50833333.33
2018-09-08,48966666.67
2018-09-09,47100000.0
2018-09-10,48600000.0
2018-09-11,50100000.0
2018-09-12,51600000.0
2018-09-13,50566666.67
2018-09-14,49533333.33
2018-09-15,48500000.0
2018-09-16,50466666.67
2018-09-17,52433333.33
2018-09-18,54400000.0
2018-09-19,54633333.33
2018-09-20,54866666.67
2018-09-21,55100000.0
2018-09-22,56766666.67
2018-09-23,58433333.33
2018-09-24,60100000.0
2018-09-25,58333333.33
2018-09-26,56566666.67
2018-09-27,54800000.0
2018-09-28,55266666.67
2018-09-29,55733333.33
2018-09-30,56200000.0
2018-10-01,55766666.67
2018-10-02,55333333.33
2018-10-03,54900000.0
2018-10-04,54133333.33
2018-10-05,53366666.67
2018-10-06,52600000.0
2018-10-07,52866666.67
2018-10-08,53133333.33
2018-10-09,53400000.0
2018-10-10,53033333.33
2018-10-11,52666666.67
2018-10-12,52300000.0
2018-10-13,51533333.33
2018-10-14,50766666.67
2018-10-15,50000000.0
2018-10-16,50233333.33
2018-10-17,50466666.67
2018-10-18,50700000.0
2018-10-19,52233333.33
2018-10-20,53766666.67
2018-10-21,55300000.0
2018-10-22,53166666.67
2018-10-23,51033333.33
2018-10-24,48900000.0
2018-10-25,49266666.67
2018-10-26,49633333.33
2018-10-27,50000000.0
2018-10-28,52733333.33
2018-10-29,55466666.67
2018-10-30,58200000.0
2018-10-31,57966666.67
2018-11-01,57733333.33
2018-11-02,57500000.0
2018-11-03,53566666.67
2018-11-04,49633333.33
2018-11-05,45700000.0
2018-11-06,45600000.0
2018-11-07,45500000.0
2018-11-08,45400000.0
2018-11-09,46933333.33
2018-11-10,48466666.67
2018-11-11,50000000.0
2018-11-12,48466666.67
2018-11-13,46933333.33
2018-11-14,45400000.0
2018-11-15,43833333.33
2018-11-16,42266666.67
2018-11-17,40700000.0
2018-11-18,38700000.0
2018-11-19,36700000.0
2018-11-20,34700000.0
2018-11-21,38900000.0
2018-11-22,43100000.0
2018-11-23,47300000.0
2018-11-24,45966666.67
2018-11-25,44633333.33
2018-11-26,43300000.0
2018-11-27,40000000.0
2018-11-28,36700000.0
2018-11-29,33400000.0
2018-11-30,33966666.67
2018-12-01,34533333.33
2018-12-02,35100000.0
2018-12-03,36033333.33
2018-12-04,36966666.67
2018-12-05,37900000.0
2018-12-06,37233333.33
2018-12-07,36566666.67
2018-12-08,35900000.0
2018-12-09,35166666.67
2018-12-10,34433333.33
2018-12-11,33700000.0
2018-12-12,36400000.0
2018-12-13,39100000.0
2018-12-14,41800000.0
2018-12-15,39800000.0
2018-12-16,37800000.0
2018-12-17,35800000.0
2018-12-18,35700000.0
2018-12-19,35600000.0
2018-12-20,35500000.0
2018-12-21,36533333.33
2018-12-22,37566666.67
2018-12-23,38600000.0
2018-12-24,40466666.67
2018-12-25,42333333.33
2018-12-26,44200000.0
2018-12-27,44366666.67
2018-12-28,44533333.33
2018-12-29,44700000.0
2018-12-30,43866666.67
2018-12-31,43033333.33
2019-01-01,42200000.0
2019-01-02,43300000.0
2019-01-03,44400000.0
2019-01-04,45500000.0
2019-01-05,46066666.67
2019-01-06,46633333.33
2019-01-07,47200000.0
2019-01-08,45233333.33
2019-01-09,43266666.67
2019-01-10,41300000.0
2019-01-11,42000000.0
2019-01-12,42700000.0
2019-01-13,43400000.0
2019-01-14,41300000.0
2019-01-15,39200000.0
2019-01-16,37100000.0
2019-01-17,40033333.33
2019-01-18,42966666.67
2019-01-19,45900000.0
2019-01-20,44833333.33
2019-01-21,43766666.67
2019-01-22,42700000.0
2019-01-23,43100000.0
2019-01-24,43500000.0
2019-01-25,43900000.0
2019-01-26,43333333.33
2019-01-27,42766666.67
2019-01-28,42200000.0
2019-01-29,43366666.67
2019-01-30,44533333.33
2019-01-31,45700000.0
2019-02-01,44633333.33
2019-02-02,43566666.67
2019-02-03,42500000.0
2019-02-04,45100000.0
2019-02-05,47700000.0
2019-02-06,50300000.0
2019-02-07,47200000.0
2019-02-08,44100000.0
2019-02-09,41000000.0
2019-02-10,42700000.0
2019-02-11,44400000.0
2019-02-12,46100000.0
2019-02-13,45800000.0
2019-02-14,45500000.0
2019-02-15,45200000.0
2019-02-16,45800000.0
2019-02-17,46400000.0
2019-02-18,47000000.0
2019-02-19,47600000.0
2019-02-20,48200000.0
2019-02-21,48800000.0
2019-02-22,46933333.33
2019-02-23,45066666.67
2019-02-24,43200000.0
2019-02-25,43900000.0
2019-02-26,44600000.0
2019-02-27,45300000.0
2019-02-28,44900000.0
2019-03-01,44500000.0
2019-03-02,44100000.0
2019-03-03,42266666.67
2019-03-04,40433333.33
2019-03-05,38600000.0
2019-03-06,39633333.33
2019-03-07,40666666.67
2019-03-08,41700000.0
2019-03-09,42166666.67
2019-03-10,42633333.33
2019-03-11,43100000.0
2019-03-12,44133333.33
2019-03-13,45166666.67
2019-03-14,46200000.0
2019-03-15,47000000.0
2019-03-16,47800000.0
2019-03-17,48600000.0
2019-03-18,46766666.67
2019-03-19,44933333.33
2019-03-20,43100000.0
2019-03-21,44566666.67
2019-03-22,46033333.33
2019-03-23,47500000.0
2019-03-24,47433333.33
2019-03-25,47366666.67
2019-03-26,47300000.0
2019-03-27,46233333.33
2019-03-28,45166666.67
2019-03-29,44100000.0
2019-03-30,46000000.0
2019-03-31,47900000.0
2019-04-01,49800000.0
2019-04-02,49900000.0
2019-04-03,50000000.0
2019-04-04,50100000.0
2019-04-05,49066666.67
2019-04-06,48033333.33
2019-04-07,47000000.0
2019-04-08,47966666.67
2019-04-09,48933333.33
2019-04-10,49900000.0
2019-04-11,46200000.0
2019-04-12,42500000.0
2019-04-13,38800000.0
2019-04-14,40500000.0
2019-04-15,42200000.0
2019-04-16,43900000.0
2019-04-17,43133333.33
2019-04-18,42366666.67
2019-04-19,41600000.0
2019-04-20,39933333.33
2019-04-21,38266666.67
2019-04-22,36600000.0
2019-04-23,40300000.0
2019-04-24,44000000.0
2019-04-25,47700000.0
2019-04-26,48966666.67
2019-04-27,50233333.33
2019-04-28,51500000.0
2019-04-29,53700000.0
2019-04-30,55900000.0
2019-05-01,58100000.0
2019-05-02,53066666.67
2019-05-03,48033333.33
2019-05-04,43000000.0
2019-05-05,45533333.33
2019-05-06,48066666.67
2019-05-07,50600000.0
2019-05-08,48166666.67
2019-05-09,45733333.33
2019-05-10,43300000.0
2019-05-11,45733333.33
2019-05-12,48166666.67
2019-05-13,50600000.0
2019-05-14,50500000.0
2019-05-15,50400000.0
2019-05-16,50300000.0
2019-05-17,51433333.33
2019-05-18,52566666.67
2019-05-19,53700000.0
2019-05-20,53366666.67
2019-05-21,53033333.33
2019-05-22,52700000.0
2019-05-23,53466666.67
2019-05-24,54233333.33
2019-05-25,55000000.0
2019-05-26,56000000.0
2019-05-27,57000000.0
2019-05-28,58000000.0
2019-05-29,57333333.33
2019-05-30,56666666.67
2019-05-31,56000000.0
2019-06-01,56366666.67
2019-06-02,56733333.33
2019-06-03,57100000.0
2019-06-04,57600000.0
2019-06-05,58100000.0
2019-06-06,58600000.0
2019-06-07,58466666.67
2019-06-08,58333333.33
2019-06-09,58200000.0
2019-06-10,57466666.67
2019-06-11,56733333.33
2019-06-12,56000000.0
2019-06-13,53300000.0
2019-06-14,50600000.0
2019-06-15,47900000.0
2019-06-16,53666666.67
2019-06-17,59433333.33
2019-06-18,65200000.0
2019-06-19,60766666.67
2019-06-20,56333333.33
2019-06-21,51900000.0
2019-06-22,52533333.33
2019-06-23,53166666.67
2019-06-24,53800000.0
2019-06-25,57300000.0
2019-06-26,60800000.0
2019-06-27,64300000.0
2019-06-28,61666666.67
2019-06-29,59033333.33
2019-06-30,56400000.0
2019-07-01,59566666.67
2019-07-02,62733333.33
2019-07-03,65900000.0
2019-07-04,64033333.33
2019-07-05,62166666.67
2019-07-06,60300000.0
2019-07-07,59566666.67
2019-07-08,58833333.33
2019-07-09,58100000.0
2019-07-10,59900000.0
2019-07-11,61700000.0
2019-07-12,63500000.0
2019-07-13,66666666.67
2019-07-14,69833333.33
2019-07-15,73000000.0
2019-07-16,66400000.0
2019-07-17,59800000.0
2019-07-18,53200000.0
2019-07-19,59200000.0
2019-07-20,65200000.0
2019-07-21,71200000.0
2019-07-22,69866666.67
2019-07-23,68533333.33
2019-07-24,67200000.0
2019-07-25,70933333.33
2019-07-26,74666666.67
2019-07-27,78400000.0
2019-07-28,77800000.0
2019-07-29,77200000.0
2019-07-30,76600000.0
2019-07-31,76900000.0
2019-08-01,77200000.0
2019-08-02,77500000.0
2019-08-03,78300000.0
2019-08-04,79100000.0
2019-08-05,79900000.0
2019-08-06,77600000.0
2019-08-07,75300000.0
2019-08-08,73000000.0
2019-08-09,70666666.67
2019-08-10,68333333.33
2019-08-11,66000000.0
2019-08-12,69966666.67
2019-08-13,73933333.33
2019-08-14,77900000.0
2019-08-15,72833333.33
2019-08-16,67766666.67
2019-08-17,62700000.0
2019-08-18,64733333.33
2019-08-19,66766666.67
2019-08-20,68800000.0
2019-08-21,72866666.67
2019-08-22,76933333.33
2019-08-23,81000000.0
2019-08-24,76766666.67
2019-08-25,72533333.33
2019-08-26,68300000.0
2019-08-27,72533333.33
2019-08-28,76766666.67
2019-08-29,81000000.0
2019-08-30,80600000.0
2019-08-31,80200000.0
2019-09-01,79800000.0
2019-09-02,82666666.67
2019-09-03,85533333.33
2019-09-04,88400000.0
2019-09-05,90533333.33
2019-09-06,92666666.67
2019-09-07,94800000.0
2019-09-08,96033333.33
2019-09-09,97266666.67
2019-09-10,98500000.0
2019-09-11,96200000.0
2019-09-12,93900000.0
2019-09-13,91600000.0
2019-09-14,90233333.33
2019-09-15,88866666.67
2019-09-16,87500000.0
2019-09-17,88100000.0
2019-09-18,88700000.0
2019-09-19,89300000.0
2019-09-20,82000000.0
2019-09-21,74700000.0
2019-09-22,67400000.0
2019-09-23,78933333.33
2019-09-24,90466666.67
2019-09-25,102000000.0
2019-09-26,96766666.67
2019-09-27,91533333.33
2019-09-28,86300000.0
2019-09-29,88833333.33
2019-09-30,91366666.67
2019-10-01,93900000.0
2019-10-02,95933333.33
2019-10-03,97966666.67
2019-10-04,100000000.0
2019-10-05,101000000.0
2019-10-06,102000000.0
2019-10-07,103000000.0
2019-10-08,102333333.3
2019-10-09,101666666.7
