date,hardware_name,TH/J,max_efficiency,year
2011-07-19 09:12:14,6950,1.9399e-06,3.78e-06,2011
2011-07-19 20:18:10,5830,1.5452e-06,3.78e-06,2011
2011-07-19 20:18:10,5850,1.8195e-06,3.78e-06,2011
2011-07-19 20:51:38,5770,1.9401e-06,3.78e-06,2011
2011-07-19 20:51:38,6950,1.9399e-06,3.78e-06,2011
2011-07-19 23:37:27,5830,1.5452e-06,3.78e-06,2011
2011-07-19 23:37:27,4870,6.532e-07,3.78e-06,2011
2011-07-20 01:36:41,5830,1.5452e-06,3.78e-06,2011
2011-07-20 05:38:54,5870,1.906e-06,3.78e-06,2011
2011-07-20 05:38:54,6970,1.8507e-06,3.78e-06,2011
2011-07-20 05:38:54,5830,1.5452e-06,3.78e-06,2011
2011-07-20 05:38:54,5870,1.906e-06,3.78e-06,2011
2011-07-20 05:38:54,6950,1.9399e-06,3.78e-06,2011
2011-07-20 05:38:54,5770,1.9401e-06,3.78e-06,2011
2011-07-20 05:38:54,5830,1.5452e-06,3.78e-06,2011
2011-07-20 05:38:54,5850,1.8195e-06,3.78e-06,2011
2011-07-20 06:40:37,5830,1.5452e-06,3.78e-06,2011
2011-07-20 17:19:09,6990,1.9056e-06,3.78e-06,2011
2011-07-20 17:19:09,5970,2.0053e-06,3.78e-06,2011
2011-07-20 17:52:32,5830,1.5452e-06,3.78e-06,2011
2011-07-21 21:17:26,5830,1.5452e-06,3.78e-06,2011
2011-07-23 02:28:01,5830,1.5452e-06,3.78e-06,2011
2011-07-23 18:23:19,6950,1.9399e-06,3.78e-06,2011
2011-07-23 18:23:19,6950,1.9399e-06,3.78e-06,2011
2011-07-23 18:38:50,5850,1.8195e-06,3.78e-06,2011
2011-07-25 03:54:37,5970,2.0053e-06,3.78e-06,2011
2011-07-25 04:08:41,5830,1.5452e-06,3.78e-06,2011
2011-07-25 04:08:41,5850,1.8195e-06,3.78e-06,2011
2011-07-25 04:08:41,6950,1.9399e-06,3.78e-06,2011
2011-07-25 04:08:41,5770,1.9401e-06,3.78e-06,2011
2011-07-26 03:46:48,4850,7.956e-07,3.78e-06,2011
2011-07-26 03:46:48,4850,7.956e-07,3.78e-06,2011
2011-07-26 03:46:48,5850,1.8195e-06,3.78e-06,2011
2011-07-26 17:02:47,6870,1.7264e-06,3.78e-06,2011
2011-07-26 19:18:48,5770,1.9401e-06,3.78e-06,2011
2011-07-26 19:22:26,5870,1.906e-06,3.78e-06,2011
2011-07-27 08:03:07,5850,1.8195e-06,3.78e-06,2011
2011-07-27 08:03:07,5970,2.0053e-06,3.78e-06,2011
2011-07-27 08:03:07,5830,1.5452e-06,3.78e-06,2011
2011-07-27 08:03:07,5550,1.041e-06,3.78e-06,2011
2011-07-27 08:03:07,5970,2.0053e-06,3.78e-06,2011
2011-07-27 08:03:07,5770,1.9401e-06,3.78e-06,2011
2011-07-27 13:50:27,5850,1.8195e-06,3.78e-06,2011
2011-07-27 13:50:27,5870,1.906e-06,3.78e-06,2011
2011-07-28 20:50:04,6950,1.9399e-06,3.78e-06,2011
2011-07-29 20:51:09,5870,1.906e-06,3.78e-06,2011
2011-07-29 22:00:47,5830,1.5452e-06,3.78e-06,2011
2011-07-29 22:00:47,5830,1.5452e-06,3.78e-06,2011
2011-07-30 00:01:05,6990,1.9056e-06,3.78e-06,2011
2011-07-31 05:28:13,5830,1.5452e-06,3.78e-06,2011
2011-07-31 13:07:23,5870,1.906e-06,3.78e-06,2011
2011-07-31 18:48:16,6950,1.9399e-06,3.78e-06,2011
2011-08-01 22:42:51,6850,1.3996e-06,3.78e-06,2011
2011-08-02 20:43:09,6950,1.9399e-06,3.78e-06,2011
2011-08-02 20:43:09,5870,1.906e-06,3.78e-06,2011
2011-08-02 20:43:09,6970,1.8507e-06,3.78e-06,2011
2011-08-02 20:43:09,6870,1.7264e-06,3.78e-06,2011
2011-08-03 02:07:11,5970,2.0053e-06,3.78e-06,2011
2011-08-03 02:07:11,6970,1.8507e-06,3.78e-06,2011
2011-08-03 02:07:11,5770,1.9401e-06,3.78e-06,2011
2011-08-04 01:11:42,6970,1.8507e-06,3.78e-06,2011
2011-08-04 01:11:42,5830,1.5452e-06,3.78e-06,2011
2011-08-06 04:55:41,6950,1.9399e-06,3.78e-06,2011
2011-08-06 06:45:12,5850,1.8195e-06,3.78e-06,2011
2011-08-07 03:43:30,6970,1.8507e-06,3.78e-06,2011
2011-08-07 20:07:03,6970,1.8507e-06,3.78e-06,2011
2011-08-07 20:07:03,6970,1.8507e-06,3.78e-06,2011
2011-08-07 20:07:03,6950,1.9399e-06,3.78e-06,2011
2011-08-07 22:27:09,6990,1.9056e-06,3.78e-06,2011
2011-08-07 22:27:09,6990,1.9056e-06,3.78e-06,2011
2011-08-08 18:21:26,6990,1.9056e-06,3.78e-06,2011
2011-08-09 20:20:46,5850,1.8195e-06,3.78e-06,2011
2011-08-09 20:20:46,6970,1.8507e-06,3.78e-06,2011
2011-08-09 20:20:46,5870,1.906e-06,3.78e-06,2011
2011-08-09 20:20:46,5830,1.5452e-06,3.78e-06,2011
2011-08-11 20:41:00,5870,1.906e-06,3.78e-06,2011
2011-08-11 20:41:00,5850,1.8195e-06,3.78e-06,2011
2011-08-11 20:41:00,6950,1.9399e-06,3.78e-06,2011
2011-08-11 20:41:00,6950,1.9399e-06,3.78e-06,2011
2011-08-11 21:13:10,6950,1.9399e-06,3.78e-06,2011
2011-08-11 21:13:10,5770,1.9401e-06,3.78e-06,2011
2011-08-11 21:13:10,6990,1.9056e-06,3.78e-06,2011
2011-08-11 21:13:10,6870,1.7264e-06,3.78e-06,2011
2011-08-11 21:13:10,6870,1.7264e-06,3.78e-06,2011
2011-08-11 21:13:10,5830,1.5452e-06,3.78e-06,2011
2011-08-12 04:32:56,6870,1.7264e-06,3.78e-06,2011
2011-08-12 04:32:56,6870,1.7264e-06,3.78e-06,2011
2011-08-12 22:02:18,6990,1.9056e-06,3.78e-06,2011
2011-08-12 22:02:18,5850,1.8195e-06,3.78e-06,2011
2011-08-13 16:29:56,5830,1.5452e-06,3.78e-06,2011
2011-08-13 16:29:56,5850,1.8195e-06,3.78e-06,2011
2011-08-13 16:29:56,5870,1.906e-06,3.78e-06,2011
2011-08-14 00:32:01,5850,1.8195e-06,3.78e-06,2011
2011-08-15 00:01:45,5770,1.9401e-06,3.78e-06,2011
2011-08-15 20:14:11,4870,6.532e-07,3.78e-06,2011
2011-08-15 20:14:11,5770,1.9401e-06,3.78e-06,2011
2011-08-16 07:40:43,6970,1.8507e-06,3.78e-06,2011
2011-08-16 13:15:17,5770,1.9401e-06,3.78e-06,2011
2011-08-17 15:28:32,5830,1.5452e-06,3.78e-06,2011
2011-08-18 01:41:16,6870,1.7264e-06,3.78e-06,2011
2011-08-18 01:41:16,4870,6.532e-07,3.78e-06,2011
2011-08-18 04:55:15,5970,2.0053e-06,3.78e-06,2011
2011-08-18 07:02:54,core i7 2600k,1.86e-05,3.78e-06,2011
2011-08-18 07:13:04,5830,1.5452e-06,3.78e-06,2011
2011-08-18 07:13:04,5770,1.9401e-06,3.78e-06,2011
2011-08-18 07:35:14,5850,1.8195e-06,3.78e-06,2011
2011-08-19 09:12:28,5830,1.5452e-06,3.78e-06,2011
2011-08-19 09:22:20,5830,1.5452e-06,3.78e-06,2011
2011-08-20 17:36:53,5850,1.8195e-06,3.78e-06,2011
2011-08-20 17:36:53,5870,1.906e-06,3.78e-06,2011
2011-08-21 22:59:14,6870,1.7264e-06,3.78e-06,2011
2011-08-21 22:59:14,5770,1.9401e-06,3.78e-06,2011
2011-08-22 12:23:56,5970,2.0053e-06,3.78e-06,2011
2011-08-22 15:05:11,5870,1.906e-06,3.78e-06,2011
2011-08-22 15:05:11,5770,1.9401e-06,3.78e-06,2011
2011-08-22 23:44:23,5830,1.5452e-06,3.78e-06,2011
2011-08-22 23:44:23,5850,1.8195e-06,3.78e-06,2011
2011-08-23 01:28:48,5830,1.5452e-06,3.78e-06,2011
2011-08-23 05:48:08,5870,1.906e-06,3.78e-06,2011
2011-08-23 05:48:08,5850,1.8195e-06,3.78e-06,2011
2011-08-23 05:48:08,6950,1.9399e-06,3.78e-06,2011
2011-08-23 19:01:36,5850,1.8195e-06,3.78e-06,2011
2011-08-23 19:01:36,5870,1.906e-06,3.78e-06,2011
2011-08-23 19:01:36,5770,1.9401e-06,3.78e-06,2011
2011-08-23 19:01:36,5830,1.5452e-06,3.78e-06,2011
2011-08-24 14:55:22,6990,1.9056e-06,3.78e-06,2011
2011-08-24 14:55:22,6950,1.9399e-06,3.78e-06,2011
2011-08-24 14:55:22,5850,1.8195e-06,3.78e-06,2011
2011-08-24 14:55:22,5830,1.5452e-06,3.78e-06,2011
2011-08-24 18:26:49,5750,1.401e-06,3.78e-06,2011
2011-08-24 18:26:49,5870,1.906e-06,3.78e-06,2011
2011-08-24 18:26:49,5830,1.5452e-06,3.78e-06,2011
2011-08-24 18:26:49,6950,1.9399e-06,3.78e-06,2011
2011-08-24 18:26:49,5850,1.8195e-06,3.78e-06,2011
2011-08-24 23:54:32,5870,1.906e-06,3.78e-06,2011
2011-08-24 23:54:32,6950,1.9399e-06,3.78e-06,2011
2011-08-24 23:54:32,5830,1.5452e-06,3.78e-06,2011
2011-08-25 00:02:14,5830,1.5452e-06,3.78e-06,2011
2011-08-25 13:55:10,5750,1.401e-06,3.78e-06,2011
2011-08-25 13:55:10,5870,1.906e-06,3.78e-06,2011
2011-08-26 02:15:14,5830,1.5452e-06,3.78e-06,2011
2011-08-26 13:59:09,5850,1.8195e-06,3.78e-06,2011
2011-08-26 14:04:07,6950,1.9399e-06,3.78e-06,2011
2011-08-26 14:04:07,5830,1.5452e-06,3.78e-06,2011
2011-08-26 14:04:07,6950,1.9399e-06,3.78e-06,2011
2011-08-26 14:11:49,5850,1.8195e-06,3.78e-06,2011
2011-08-26 14:11:49,5830,1.5452e-06,3.78e-06,2011
2011-08-28 02:16:10,5850,1.8195e-06,2.33e-05,2011
2011-08-28 04:17:25,5830,1.5452e-06,2.33e-05,2011
2011-08-28 07:07:53,5830,1.5452e-06,2.33e-05,2011
2011-09-01 14:59:33,5830,1.5452e-06,2.33e-05,2011
2011-09-02 21:14:02,6970,1.8507e-06,2.33e-05,2011
2011-09-02 21:14:02,6990,1.9056e-06,2.33e-05,2011
2011-09-03 18:31:12,5830,1.5452e-06,2.33e-05,2011
2011-09-04 22:15:18,5850,1.8195e-06,2.33e-05,2011
2011-09-08 17:50:30,6990,1.9056e-06,2.33e-05,2011
2011-09-09 07:27:13,6990,1.9056e-06,2.33e-05,2011
2011-09-09 07:27:13,5850,1.8195e-06,2.33e-05,2011
2011-09-09 07:27:13,6990,1.9056e-06,2.33e-05,2011
2011-09-09 07:38:23,6970,1.8507e-06,2.33e-05,2011
2011-09-13 19:42:29,5770,1.9401e-06,2.33e-05,2011
2011-09-14 18:57:46,5850,1.8195e-06,2.33e-05,2011
2011-09-18 21:39:41,5570,1.7496e-06,2.33e-05,2011
2011-09-18 21:39:41,5850,1.8195e-06,2.33e-05,2011
2011-09-18 21:39:41,5870,1.906e-06,2.33e-05,2011
2011-09-18 21:39:41,5830,1.5452e-06,2.33e-05,2011
2011-09-18 21:39:41,6970,1.8507e-06,2.33e-05,2011
2011-09-24 19:41:30,5970,2.0053e-06,2.33e-05,2011
2011-09-27 03:04:58,5850,1.8195e-06,2.33e-05,2011
2011-09-27 10:07:13,5830,1.5452e-06,2.33e-05,2011
2011-09-27 20:59:19,5870,1.906e-06,2.33e-05,2011
2011-09-27 20:59:19,5850,1.8195e-06,2.33e-05,2011
2011-09-27 21:02:31,6970,1.8507e-06,2.33e-05,2011
2011-09-27 21:02:31,5870,1.906e-06,2.33e-05,2011
2011-09-30 03:49:15,5970,2.0053e-06,2.33e-05,2011
2011-09-30 22:31:33,6990,1.9056e-06,2.33e-05,2011
2011-10-05 04:11:01,5830,1.5452e-06,2.33e-05,2011
2011-10-06 18:11:56,6970,1.8507e-06,2.33e-05,2011
2011-10-06 18:11:56,5850,1.8195e-06,2.33e-05,2011
2011-10-08 00:58:56,5850,1.8195e-06,2.33e-05,2011
2011-10-08 00:58:56,5770,1.9401e-06,2.33e-05,2011
2011-10-08 00:58:56,5830,1.5452e-06,2.33e-05,2011
2011-10-08 00:58:56,5850,1.8195e-06,2.33e-05,2011
2011-10-08 00:58:56,6990,1.9056e-06,2.33e-05,2011
2011-10-08 19:21:48,5870,1.906e-06,2.33e-05,2011
2011-10-10 19:54:57,6950,1.9399e-06,2.33e-05,2011
2011-10-10 19:54:57,5830,1.5452e-06,2.33e-05,2011
2011-10-10 19:54:57,5970,2.0053e-06,2.33e-05,2011
2011-10-11 07:29:06,5830,1.5452e-06,2.33e-05,2011
2011-10-14 03:57:38,5850,1.8195e-06,2.33e-05,2011
2011-10-14 18:12:49,5830,1.5452e-06,2.33e-05,2011
2011-10-14 20:22:04,5830,1.5452e-06,2.33e-05,2011
2011-10-17 16:29:46,6950,1.9399e-06,2.33e-05,2011
2011-10-17 16:29:46,5770,1.9401e-06,2.33e-05,2011
2011-10-18 00:43:40,5970,2.0053e-06,2.33e-05,2011
2011-10-18 00:43:40,6990,1.9056e-06,2.33e-05,2011
2011-10-18 00:43:40,6950,1.9399e-06,2.33e-05,2011
2011-10-18 01:39:41,5830,1.5452e-06,2.33e-05,2011
2011-10-18 09:21:56,6990,1.9056e-06,2.33e-05,2011
2011-10-19 00:39:28,5970,2.0053e-06,2.33e-05,2011
2011-10-19 17:43:43,4770,9.04e-07,2.33e-05,2011
2011-10-19 17:43:43,5770,1.9401e-06,2.33e-05,2011
2011-10-19 17:43:43,5870,1.906e-06,2.33e-05,2011
2011-10-19 17:43:43,5870,1.906e-06,2.33e-05,2011
2011-10-20 20:54:03,5830,1.5452e-06,2.33e-05,2011
2011-10-20 20:54:03,5870,1.906e-06,2.33e-05,2011
2011-10-21 22:00:40,5830,1.5452e-06,2.33e-05,2011
2011-10-21 23:02:58,5870,1.906e-06,2.33e-05,2011
2011-10-21 23:02:58,5830,1.5452e-06,2.33e-05,2011
2011-10-23 08:21:25,5970,2.0053e-06,2.33e-05,2011
2011-10-23 08:21:25,5970,2.0053e-06,2.33e-05,2011
2011-10-23 08:34:21,5830,1.5452e-06,2.33e-05,2011
2011-10-24 05:32:41,5970,2.0053e-06,2.33e-05,2011
2011-10-24 05:32:41,5850,1.8195e-06,2.33e-05,2011
2011-10-24 05:32:41,5830,1.5452e-06,2.33e-05,2011
2011-10-24 05:32:41,5770,1.9401e-06,2.33e-05,2011
2011-10-24 21:09:04,5750,1.401e-06,2.33e-05,2011
2011-10-24 21:09:04,5870,1.906e-06,2.33e-05,2011
2011-10-24 21:09:04,6870,1.7264e-06,2.33e-05,2011
2011-10-26 06:35:16,5970,2.0053e-06,2.33e-05,2011
2011-10-28 15:00:33,6990,1.9056e-06,2.33e-05,2011
2011-10-31 17:20:48,6950,1.9399e-06,2.33e-05,2011
2011-11-01 01:49:10,4830,5.429e-07,2.33e-05,2011
2011-11-01 01:49:10,5970,2.0053e-06,2.33e-05,2011
2011-11-01 01:52:47,5970,2.0053e-06,2.33e-05,2011
2011-11-01 01:52:47,4830,5.429e-07,2.33e-05,2011
2011-11-06 02:33:49,5970,2.0053e-06,2.33e-05,2011
2011-11-06 02:41:20,5870,1.906e-06,2.33e-05,2011
2011-11-09 15:56:09,6950,1.9399e-06,2.33e-05,2011
2011-11-11 05:50:39,5870,1.906e-06,2.33e-05,2011
2011-11-11 05:50:39,5850,1.8195e-06,2.33e-05,2011
2011-11-11 05:50:39,5830,1.5452e-06,2.33e-05,2011
2011-11-11 17:14:21,5970,2.0053e-06,2.33e-05,2011
2011-11-14 03:55:10,6870,1.7264e-06,2.33e-05,2011
2011-11-14 03:55:10,6850,1.3996e-06,2.33e-05,2011
2011-11-18 13:28:17,5830,1.5452e-06,2.33e-05,2011
2011-11-18 17:43:42,5850,1.8195e-06,2.33e-05,2011
2011-11-18 17:43:42,5830,1.5452e-06,2.33e-05,2011
2011-11-27 18:07:11,6990,1.9056e-06,2.33e-05,2011
2011-11-29 06:41:27,5870,1.906e-06,2.33e-05,2011
2011-12-05 13:09:45,5870,1.906e-06,2.33e-05,2011
2011-12-05 13:09:45,5970,2.0053e-06,2.33e-05,2011
2011-12-05 13:09:45,5850,1.8195e-06,2.33e-05,2011
2011-12-07 19:44:11,5850,1.8195e-06,2.33e-05,2011
2011-12-09 19:15:17,5970,2.0053e-06,2.33e-05,2011
2011-12-11 02:11:58,5870,1.906e-06,2.33e-05,2011
2011-12-11 02:11:58,4770,9.04e-07,2.33e-05,2011
2011-12-15 12:12:09,5970,2.0053e-06,2.33e-05,2011
2011-12-15 14:20:37,5870,1.906e-06,2.33e-05,2011
2011-12-15 14:20:37,5830,1.5452e-06,2.33e-05,2011
2011-12-17 08:35:32,5970,2.0053e-06,2.33e-05,2011
2011-12-17 20:34:44,5830,1.5452e-06,2.33e-05,2011
2011-12-17 20:34:44,5850,1.8195e-06,2.33e-05,2011
2011-12-17 20:34:44,5830,1.5452e-06,2.33e-05,2011
2011-12-18 08:08:23,5770,1.9401e-06,2.33e-05,2011
2011-12-18 08:08:23,5870,1.906e-06,2.33e-05,2011
2011-12-20 23:58:13,5850,1.8195e-06,2.33e-05,2011
2011-12-20 23:58:13,5830,1.5452e-06,2.33e-05,2011
2011-12-20 23:58:13,5970,2.0053e-06,2.33e-05,2011
2011-12-27 07:36:12,6870,1.7264e-06,2.33e-05,2011
2011-12-30 00:40:56,5970,2.0053e-06,2.33e-05,2011
2011-12-31 17:59:46,5830,1.5452e-06,2.33e-05,2011
2012-01-07 18:47:27,5870,1.906e-06,2.33e-05,2012
2012-01-10 20:30:12,6970,1.8507e-06,2.33e-05,2012
2012-01-10 20:30:12,5870,1.906e-06,2.33e-05,2012
2012-01-11 08:20:16,5870,1.906e-06,2.33e-05,2012
2012-01-11 08:20:16,6950,1.9399e-06,2.33e-05,2012
2012-01-11 08:20:16,5830,1.5452e-06,2.33e-05,2012
2012-01-12 02:54:53,5850,1.8195e-06,2.33e-05,2012
2012-01-12 02:54:53,5850,1.8195e-06,2.33e-05,2012
2012-01-12 08:36:33,5850,1.8195e-06,2.33e-05,2012
2012-01-12 15:21:14,5850,1.8195e-06,2.33e-05,2012
2012-01-12 15:21:14,5830,1.5452e-06,2.33e-05,2012
2012-01-12 15:21:14,5870,1.906e-06,2.33e-05,2012
2012-01-12 15:21:14,5970,2.0053e-06,2.33e-05,2012
2012-01-12 18:38:16,5970,2.0053e-06,2.33e-05,2012
2012-01-12 18:38:16,5870,1.906e-06,2.33e-05,2012
2012-01-13 00:49:10,5830,1.5452e-06,2.33e-05,2012
2012-01-13 03:21:39,5970,2.0053e-06,2.33e-05,2012
2012-01-13 04:43:42,5870,1.906e-06,2.33e-05,2012
2012-01-16 22:31:58,5870,1.906e-06,2.33e-05,2012
2012-01-16 22:31:58,5770,1.9401e-06,2.33e-05,2012
2012-01-19 05:02:45,6970,1.8507e-06,2.33e-05,2012
2012-01-19 12:53:04,6970,1.8507e-06,2.33e-05,2012
2012-01-19 12:53:04,6950,1.9399e-06,2.33e-05,2012
2012-01-19 20:33:35,5970,2.0053e-06,2.33e-05,2012
2012-01-19 20:33:35,5870,1.906e-06,2.33e-05,2012
2012-01-20 23:33:07,5830,1.5452e-06,2.33e-05,2012
2012-01-20 23:33:07,5870,1.906e-06,2.33e-05,2012
2012-01-20 23:33:07,5870,1.906e-06,2.33e-05,2012
2012-01-21 18:34:28,5870,1.906e-06,2.33e-05,2012
2012-01-22 22:33:12,5870,1.906e-06,2.33e-05,2012
2012-01-23 00:59:32,4350,3.46e-07,2.33e-05,2012
2012-01-24 05:55:26,6970,1.8507e-06,2.33e-05,2012
2012-01-25 02:43:20,5770,1.9401e-06,2.33e-05,2012
2012-01-25 02:43:20,6870,1.7264e-06,2.33e-05,2012
2012-01-25 10:28:20,5770,1.9401e-06,2.33e-05,2012
2012-01-25 10:28:20,6950,1.9399e-06,2.33e-05,2012
2012-01-25 14:08:38,5970,2.0053e-06,2.33e-05,2012
2012-01-25 14:21:22,6950,1.9399e-06,2.33e-05,2012
2012-01-25 14:22:39,5850,1.8195e-06,2.33e-05,2012
2012-01-27 03:53:23,5970,2.0053e-06,2.33e-05,2012
2012-01-27 12:00:41,5770,1.9401e-06,2.33e-05,2012
2012-01-30 03:40:57,5870,1.906e-06,2.33e-05,2012
2012-01-30 21:16:36,5870,1.906e-06,2.33e-05,2012
2012-01-30 21:16:36,5870,1.906e-06,2.33e-05,2012
2012-01-30 21:16:36,5830,1.5452e-06,2.33e-05,2012
2012-02-01 05:18:59,icarus,1.979e-05,2.33e-05,2012
2012-02-02 03:36:23,4850,7.956e-07,2.33e-05,2012
2012-02-02 03:36:23,5830,1.5452e-06,2.33e-05,2012
2012-02-02 18:36:45,5970,2.0053e-06,2.33e-05,2012
2012-02-03 06:16:11,5870,1.906e-06,2.33e-05,2012
2012-02-03 06:16:11,5770,1.9401e-06,2.33e-05,2012
2012-02-03 16:20:40,5870,1.906e-06,2.33e-05,2012
2012-02-03 16:20:40,5830,1.5452e-06,2.33e-05,2012
2012-02-03 17:40:33,5750,1.401e-06,2.33e-05,2012
2012-02-03 17:40:33,athlon ii x2 250,5.6e-06,2.33e-05,2012
2012-02-04 18:32:04,5770,1.9401e-06,2.33e-05,2012
2012-02-04 18:45:40,5870,1.906e-06,2.33e-05,2012
2012-02-04 23:50:03,5870,1.906e-06,2.33e-05,2012
2012-02-04 23:50:03,5850,1.8195e-06,2.33e-05,2012
2012-02-05 23:38:34,6970,1.8507e-06,2.33e-05,2012
2012-02-05 23:38:34,5870,1.906e-06,2.33e-05,2012
2012-02-06 04:13:29,5750,1.401e-06,2.33e-05,2012
2012-02-06 04:13:29,6970,1.8507e-06,2.33e-05,2012
2012-02-07 18:35:54,5970,2.0053e-06,2.33e-05,2012
2012-02-07 21:03:02,5850,1.8195e-06,2.33e-05,2012
2012-02-07 21:03:02,5970,2.0053e-06,2.33e-05,2012
2012-02-08 00:41:04,5850,1.8195e-06,2.33e-05,2012
2012-02-08 02:08:26,6950,1.9399e-06,2.33e-05,2012
2012-02-08 02:08:26,5830,1.5452e-06,2.33e-05,2012
2012-02-08 22:12:29,5970,2.0053e-06,2.33e-05,2012
2012-02-08 23:06:48,6970,1.8507e-06,2.33e-05,2012
2012-02-09 02:31:58,5970,2.0053e-06,2.33e-05,2012
2012-02-09 02:31:58,pentium 4 630,1.29e-06,2.33e-05,2012
2012-02-09 04:54:44,5970,2.0053e-06,2.33e-05,2012
2012-02-09 06:37:23,5970,2.0053e-06,2.33e-05,2012
2012-02-09 19:05:25,6870,1.7264e-06,2.33e-05,2012
2012-02-09 19:05:25,6950,1.9399e-06,2.33e-05,2012
2012-02-10 09:17:55,6970,1.8507e-06,2.33e-05,2012
2012-02-10 17:52:18,5870,1.906e-06,2.33e-05,2012
2012-02-11 00:06:25,5870,1.906e-06,2.33e-05,2012
2012-02-13 05:29:54,5970,2.0053e-06,2.33e-05,2012
2012-02-14 19:16:44,5770,1.9401e-06,2.33e-05,2012
2012-02-14 23:26:59,5970,2.0053e-06,2.33e-05,2012
2012-02-14 23:26:59,5870,1.906e-06,2.33e-05,2012
2012-02-15 11:49:23,5970,2.0053e-06,2.33e-05,2012
2012-02-15 11:49:23,gtx580,6.42e-07,2.33e-05,2012
2012-02-15 14:58:29,5970,2.0053e-06,2.33e-05,2012
2012-02-15 14:58:29,5870,1.906e-06,2.33e-05,2012
2012-02-15 20:54:00,5970,2.0053e-06,2.33e-05,2012
2012-02-15 20:54:00,5870,1.906e-06,2.33e-05,2012
2012-02-16 09:45:24,5770,1.9401e-06,2.33e-05,2012
2012-02-17 07:11:48,5830,1.5452e-06,2.33e-05,2012
2012-02-19 14:40:39,5970,2.0053e-06,2.33e-05,2012
2012-02-19 14:40:39,5970,2.0053e-06,2.33e-05,2012
2012-02-20 13:30:57,4850,7.956e-07,2.33e-05,2012
2012-02-20 13:30:57,6990,1.9056e-06,2.33e-05,2012
2012-02-20 13:30:57,5830,1.5452e-06,2.33e-05,2012
2012-02-20 13:30:57,5850,1.8195e-06,2.33e-05,2012
2012-02-23 23:59:09,5970,2.0053e-06,2.33e-05,2012
2012-02-24 03:31:58,6950,1.9399e-06,2.33e-05,2012
2012-02-24 03:31:58,5750,1.401e-06,2.33e-05,2012
2012-02-24 03:31:58,5850,1.8195e-06,2.33e-05,2012
2012-02-24 22:30:47,5970,2.0053e-06,2.33e-05,2012
2012-02-24 23:32:20,5850,1.8195e-06,2.33e-05,2012
2012-02-25 14:26:12,6870,1.7264e-06,2.33e-05,2012
2012-02-25 14:26:12,5850,1.8195e-06,2.33e-05,2012
2012-02-25 15:22:40,5870,1.906e-06,2.33e-05,2012
2012-02-25 15:22:40,5770,1.9401e-06,2.33e-05,2012
2012-02-26 16:40:10,5970,2.0053e-06,2.33e-05,2012
2012-02-29 03:25:06,5870,1.906e-06,2.33e-05,2012
2012-02-29 03:25:06,5850,1.8195e-06,2.33e-05,2012
2012-02-29 12:09:41,6950,1.9399e-06,2.33e-05,2012
2012-02-29 12:09:41,5870,1.906e-06,2.33e-05,2012
2012-02-29 12:09:41,5850,1.8195e-06,2.33e-05,2012
2012-02-29 12:09:41,6850,1.3996e-06,2.33e-05,2012
2012-03-01 04:15:46,5970,2.0053e-06,2.33e-05,2012
2012-03-01 15:44:08,5830,1.5452e-06,2.33e-05,2012
2012-03-01 15:44:08,5850,1.8195e-06,2.33e-05,2012
2012-03-01 15:44:08,6970,1.8507e-06,2.33e-05,2012
2012-03-01 15:44:08,6850,1.3996e-06,2.33e-05,2012
2012-03-02 00:17:50,5830,1.5452e-06,2.33e-05,2012
2012-03-02 00:17:50,5870,1.906e-06,2.33e-05,2012
2012-03-02 00:17:50,5970,2.0053e-06,2.33e-05,2012
2012-03-02 03:12:25,5870,1.906e-06,2.33e-05,2012
2012-03-02 03:12:25,5870,1.906e-06,2.33e-05,2012
2012-03-02 03:12:25,5870,1.906e-06,2.33e-05,2012
2012-03-02 03:12:25,5870,1.906e-06,2.33e-05,2012
2012-03-02 23:13:39,5850,1.8195e-06,2.33e-05,2012
2012-03-02 23:13:39,5830,1.5452e-06,2.33e-05,2012
2012-03-03 22:58:01,5850,1.8195e-06,2.33e-05,2012
2012-03-03 22:58:01,6850,1.3996e-06,2.33e-05,2012
2012-03-03 22:58:01,6950,1.9399e-06,2.33e-05,2012
2012-03-05 23:46:04,7850,0.000191,2.33e-05,2012
2012-03-06 15:07:28,6850,1.3996e-06,2.33e-05,2012
2012-03-07 15:40:50,5970,2.0053e-06,2.33e-05,2012
2012-03-10 14:38:57,5870,1.906e-06,2.33e-05,2012
2012-03-10 15:37:35,5870,1.906e-06,2.33e-05,2012
2012-03-10 18:59:39,5830,1.5452e-06,2.33e-05,2012
2012-03-11 02:32:44,6870,1.7264e-06,2.33e-05,2012
2012-03-11 02:32:44,5970,2.0053e-06,2.33e-05,2012
2012-03-11 22:22:35,6970,1.8507e-06,2.33e-05,2012
2012-03-11 22:22:35,5870,1.906e-06,2.33e-05,2012
2012-03-11 22:22:35,6950,1.9399e-06,2.33e-05,2012
2012-03-12 07:53:10,6970,1.8507e-06,2.33e-05,2012
2012-03-12 20:52:59,5970,2.0053e-06,2.33e-05,2012
2012-03-14 17:14:20,4870,6.532e-07,2.33e-05,2012
2012-03-15 21:55:28,5830,1.5452e-06,2.33e-05,2012
2012-03-15 21:58:18,6950,1.9399e-06,2.33e-05,2012
2012-03-16 01:12:04,5970,2.0053e-06,2.33e-05,2012
2012-03-16 01:12:04,5970,2.0053e-06,2.33e-05,2012
2012-03-16 01:12:04,5970,2.0053e-06,2.33e-05,2012
