row_index,owned
0,0.9506500959396362
1,0.852054238319397
2,0.9358803033828736
3,0.9197863340377808
4,0.9918326139450072
5,0.9813207983970642
6,0.950986921787262
8,0.9592546224594116
9,0.921072006225586
11,0.9250025749206544
12,0.9286507368087769
13,0.9773612022399902
14,0.9966208934783936
16,0.93856942653656
17,0.9699227809906006
20,0.9745203852653505
21,0.9640414714813232
22,0.8476426601409912
23,0.9796658158302308
24,0.9952432513237
25,0.9329994320869446
26,0.934026300907135
27,0.944616675376892
28,0.9403794407844543
29,0.8931085467338562
30,0.9111939072608948
31,0.9872809052467346
32,0.9657223224639891
33,0.9766833186149596
34,0.975484311580658
35,0.9567959308624268
36,0.9194917678833008
37,0.964358925819397
38,0.9974409341812134
39,0.9128713011741638
40,0.990203857421875
41,0.8487404584884644
42,0.9091429114341736
43,0.9458041191101074
44,0.8508154153823853
45,0.9083487391471864
46,0.8362865447998047
47,0.979066014289856
49,0.9077855944633484
50,0.978090524673462
51,0.9716877937316896
52,0.9552743434906006
53,0.9176356792449952
54,0.92698734998703
55,0.9895825386047364
56,0.9780042171478271
57,0.9873346090316772
58,0.8360299468040466
59,0.905221700668335
61,0.8422918915748596
62,0.9816603660583496
64,0.956089198589325
65,0.9918950200080872
66,0.9774029850959778
67,0.8641446232795715
68,0.9656148552894592
70,0.9503253102302552
71,0.935419261455536
72,0.8703618049621582
73,0.9900224804878236
74,0.9792055487632751
76,0.8702767491340637
77,0.9501598477363586
80,0.8418454527854919
81,0.8463186621665955
82,0.920678734779358
83,0.9551180601119996
84,0.9332945346832277
85,0.9475253820419312
87,0.9069403409957886
89,0.9451031684875488
90,0.8877014517784119
91,0.8765720725059509
92,0.9869217872619628
94,0.94786274433136
96,0.9724292159080504
97,0.9725885391235352
98,0.9191471934318542
99,0.9179953932762146
100,0.8816696405410767
101,0.9675946235656738
102,0.907348930835724
103,0.9753770232200624
105,0.9027052521705629
106,0.8251647353172302
107,0.8610824942588806
108,0.8712067008018494
109,0.8938279747962952
110,0.8554610013961792
111,0.8031505346298218
112,0.9612993597984314
113,0.8914381861686707
114,0.8090521693229675
115,0.8936004638671875
116,0.9619745016098022
117,0.854971706867218
118,0.938052535057068
119,0.9225074052810668
120,0.9745566844940186
121,0.8924307227134705
122,0.8146376609802246
123,0.86171555519104
124,0.9816826581954956
125,0.8224319219589233
126,0.9341872334480286
127,0.9903661012649536
128,0.9827553629875184
129,0.8774517178535461
130,0.9643701910972596
131,0.934173583984375
132,0.9954915642738342
134,0.9440506100654602
135,0.9786141514778136
136,0.978146195411682
137,0.9480500817298888
138,0.9793949723243712
139,0.9498630166053772
140,0.9162049889564514
141,0.9449467658996582
142,0.988817572593689
143,0.8819906711578369
144,0.9712551236152648
145,0.8373250365257263
147,0.973705232143402
149,0.8324963450431824
150,0.9597809910774232
151,0.9786150455474854
152,0.8940373659133911
154,0.9273427724838256
155,0.9885319471359252
156,0.966027855873108
157,0.9733085036277772
158,0.8017066717147827
159,0.961541712284088
160,0.8552056550979614
163,0.9698998928070068
164,0.988300323486328
165,0.9875605702400208
166,0.8650609850883484
168,0.8365002870559692
169,0.8032696843147278
170,0.9889484643936156
171,0.9085632562637328
174,0.9886871576309204
175,0.9154027700424194
176,0.9911831617355348
177,0.8672088980674744
178,0.8288254737854004
180,0.9406330585479736
182,0.8927813768386841
183,0.9805585741996764
184,0.9861609935760498
185,0.9439746141433716
186,0.9059065580368042
187,0.9538230895996094
188,0.9494568705558776
189,0.9475374817848206
190,0.9672802090644836
191,0.9345502257347108
193,0.8053874373435974
194,0.952390730381012
195,0.9824923276901244
196,0.8411316275596619
197,0.9926785230636596
198,0.9861527681350708
199,0.8340834975242615
200,0.8823369741439819
201,0.9396862387657166
202,0.9804595708847046
203,0.9768984913825988
204,0.8863310813903809
205,0.9287360906600952
206,0.8760229349136353
207,0.830836832523346
208,0.9961601495742798
210,0.9108485579490662
211,0.905036449432373
212,0.9913159608840942
213,0.9811422228813172
214,0.9274815917015076
215,0.870586097240448
216,0.9522298574447632
219,0.9409911632537842
220,0.8580954670906067
222,0.8540059924125671
223,0.946835458278656
224,0.9745003581047058
225,0.8966205716133118
226,0.9677812457084656
227,0.8874761462211609
228,0.9157044291496276
229,0.9857782125473022
230,0.9628509879112244
231,0.9030103087425232
232,0.9224295020103456
233,0.9618240594863892
234,0.9356619715690612
235,0.9779054522514344
236,0.9260175824165344
237,0.9837968945503236
238,0.8042741417884827
239,0.8679755926132202
240,0.9148014187812804
241,0.9395862221717834
242,0.9761057496070862
243,0.956010639667511
