intensity,year
0.5172029645833334,2011
0.5160452145833334,2012
0.51637850625,2013
0.5144910229166667,2014
0.5101126229166667,2015
0.5071936895833333,2016
0.50584298125,2017
0.5046361145833334,2018
0.5151935049999999,2019
0.5151935049999999,2020
0.5151935049999999,2021
0.5151935049999999,2022
0.5151935049999999,2023
