date,row_index,hardware_name,TH/J,max_efficiency,year
2018-03-12,830,S9,0.010204081632653,0.01021,2018
2018-03-12,831,T9+,0.0073324022346368,0.01021,2018
2018-03-12,840,S9,0.010204081632653,0.01021,2018
2018-03-12,845,S9,0.010204081632653,0.01021,2018
2018-03-13,846,S9,0.010204081632653,0.01021,2018
2018-03-13,847,R4,0.0102958579881656,0.01021,2018
2018-03-13,848,S9,0.010204081632653,0.01021,2018
2018-03-14,850,S9 miner,0.010204081632653,0.01021,2018
2018-03-14,852,S7,0.0036581593194122,0.01021,2018
2018-03-14,857,S5,0.001957627118644,0.01021,2018
2018-03-14,860,Antminer S9,0.010204081632653,0.01021,2018
2018-03-14,863,Antminer s9,0.010204081632653,0.01021,2018
2018-03-14,869,Avalon 741,0.0063478260869565,0.01021,2018
2018-03-15,870,antminer s9,0.010204081632653,0.01021,2018
2018-03-16,871,S9,0.010204081632653,0.01021,2018
2018-03-16,875,Avalon 741,0.0063478260869565,0.01021,2018
2018-03-17,878,741,0.0063478260869565,0.01021,2018
2018-03-17,880,S9 miner,0.010204081632653,0.01021,2018
2018-03-17,883,S9,0.010204081632653,0.01021,2018
2018-03-17,885,ant miner s9,0.010204081632653,0.01021,2018
2018-03-19,906,Antminer s5,0.001957627118644,0.01021,2018
2018-03-19,913,Avalon 741,0.0063478260869565,0.01021,2018
2018-03-19,914,antminer S9,0.010204081632653,0.01021,2018
2018-03-21,918,T9+,0.0073324022346368,0.01021,2018
2018-03-21,921,Antminer s9,0.010204081632653,0.01021,2018
2018-03-23,923,Antminer s9,0.010204081632653,0.01021,2018
2018-03-23,924,Antminer s7,0.0036581593194122,0.01021,2018
2018-03-24,927,Avalon 741,0.0063478260869565,0.01021,2018
2018-03-25,930,Antminer S9,0.010204081632653,0.01021,2018
2018-03-28,945,Antminer S9,0.010204081632653,0.01021,2018
2018-03-28,946,Antminer S7,0.0036581593194122,0.01021,2018
2018-03-28,953,Antminer S9,0.010204081632653,0.01021,2018
2018-03-28,961,s7,0.0036581593194122,0.01021,2018
2018-03-29,962,Antminer s9,0.010204081632653,0.01021,2018
2018-03-29,971,AntMiner S5,0.001957627118644,0.01021,2018
2018-03-30,975,Antminer S9,0.010204081632653,0.01021,2018
2018-03-30,979,s9s,0.010204081632653,0.01021,2018
2018-03-30,981,S9,0.010204081632653,0.01021,2018
2018-03-30,982,antminer s9,0.010204081632653,0.01021,2018
2018-03-30,983,S9,0.010204081632653,0.01021,2018
2018-04-01,989,Antminer S9,0.010204081632653,0.01021,2018
2018-04-01,991,S9,0.010204081632653,0.01021,2018
2018-04-02,1004,Antminer S9,0.010204081632653,0.01021,2018
2018-04-02,1007,avalon miner 821,0.0095833333333333,0.01021,2018
2018-04-03,1012,821,0.0095833333333333,0.01021,2018
2018-04-04,1026,Antminer S9,0.010204081632653,0.01021,2018
2018-04-06,1032,S9,0.010204081632653,0.01021,2018
2018-04-06,1034,S9,0.010204081632653,0.01021,2018
2018-04-07,1037,S9,0.010204081632653,0.01021,2018
2018-04-09,1040,S9 Antminer,0.010204081632653,0.01021,2018
2018-04-10,1043,S9,0.010204081632653,0.01021,2018
2018-04-10,1052,S7,0.0036581593194122,0.01021,2018
2018-04-11,1055,S9,0.010204081632653,0.01021,2018
2018-04-14,1061,S9,0.010204081632653,0.01021,2018
2018-04-16,1071,S9,0.010204081632653,0.01021,2018
2018-04-17,1081,antMiner S9,0.010204081632653,0.01021,2018
2018-04-17,1085,Antminer S9,0.010204081632653,0.01021,2018
2018-04-18,1089,Antminer S9,0.010204081632653,0.01021,2018
2018-04-18,1090,Antminer S9,0.010204081632653,0.01021,2018
2018-04-21,1100,"S9 13,5T",0.010204081632653,0.01021,2018
2018-04-21,1101,S9 antminer,0.010204081632653,0.01021,2018
2018-04-23,1111,AntMiner S9,0.010204081632653,0.01021,2018
2018-04-24,1113,S9,0.010204081632653,0.01021,2018
2018-04-24,1115,S9 Antminer,0.010204081632653,0.01021,2018
2018-04-24,1117,Antminer S9,0.010204081632653,0.01021,2018
2018-04-25,1118,Bitmain V9 ASIC,0.0038948393378773,0.01021,2018
2018-04-26,1123,S5,0.001957627118644,0.01021,2018
2018-04-26,1124,Antminer S9,0.010204081632653,0.01021,2018
2018-04-27,1127,Antminer S9,0.010204081632653,0.01021,2018
2018-04-29,1141,Avalon 821,0.0095833333333333,0.01021,2018
2018-04-29,1143,Antminer S9,0.010204081632653,0.01021,2018
2018-04-30,1145,Antminer S9,0.010204081632653,0.01021,2018
2018-05-01,1146,Bitmain Antminer S9,0.010204081632653,0.01021,2018
2018-05-02,1147,S9,0.010204081632653,0.01021,2018
2018-05-02,1148,Antminer S9,0.010204081632653,0.01021,2018
2018-05-03,1155,Antminer S9,0.010204081632653,0.01021,2018
2018-05-04,1157,Antminer S9,0.010204081632653,0.01021,2018
2018-05-04,1158,Antminer S9,0.010204081632653,0.01021,2018
2018-05-04,1159,Antminer S9,0.010204081632653,0.01021,2018
2018-05-04,1160,Antminer S9,0.010204081632653,0.01021,2018
2018-05-04,1161,Antminer R4,0.0102958579881656,0.01021,2018
2018-05-06,1162,S9,0.010204081632653,0.01021,2018
2018-05-06,1163,T9+,0.0073324022346368,0.01021,2018
2018-05-07,1165,antminer s9,0.010204081632653,0.01021,2018
2018-05-07,1166,AntMiner S9,0.010204081632653,0.01021,2018
2018-05-08,1169,Antminer S9,0.010204081632653,0.01021,2018
2018-05-08,1170,S9's,0.010204081632653,0.01021,2018
2018-05-09,1175,S9,0.010204081632653,0.01021,2018
2018-05-09,1176,13Th S9,0.010204081632653,0.01021,2018
2018-05-10,1179,Antminer s9,0.010204081632653,0.01021,2018
2018-05-10,1183,S9,0.010204081632653,0.01021,2018
2018-05-12,1185,S9,0.010204081632653,0.01021,2018
2018-05-13,1191,Antminer S9 13.5T,0.010204081632653,0.01021,2018
2018-05-14,1198,T9+,0.0073324022346368,0.01021,2018
2018-05-14,1199,T9+s,0.0073324022346368,0.01021,2018
2018-05-14,1201,Antminer T9+,0.0073324022346368,0.01021,2018
2018-05-15,1216,Avalon 741,0.0063478260869565,0.01021,2018
2018-05-17,1219,Bitmain V9 miner,0.0038948393378773,0.01021,2018
2018-05-18,1224,S9,0.010204081632653,0.01021,2018
2018-05-18,1228,S9,0.010204081632653,0.01021,2018
2018-05-20,1235,S9,0.010204081632653,0.01021,2018
2018-05-21,1239,S7,0.0036581593194122,0.01021,2018
2018-05-22,1243,S9,0.010204081632653,0.01021,2018
2018-05-22,1246,Bitmain S7,0.0036581593194122,0.01021,2018
2018-05-24,1253,S7,0.0036581593194122,0.01021,2018
2018-05-24,1255,S9,0.010204081632653,0.01021,2018
2018-05-25,1256,S9,0.010204081632653,0.01021,2018
2018-05-25,1257,Batch 1 S9,0.010204081632653,0.01021,2018
2018-05-25,1259,T9s,0.0073324022346368,0.01021,2018
2018-05-25,1263,T9,0.0079314720812182,0.01021,2018
2018-05-27,1264,T9,0.0079314720812182,0.01021,2018
2018-05-29,1271,Antminer S9,0.010204081632653,0.01021,2018
2018-06-01,1280,Antminer S9,0.010204081632653,0.01021,2018
2018-06-02,1285,S9,0.010204081632653,0.01021,2018
2018-06-02,1286,T9+,0.0073324022346368,0.01021,2018
2018-06-03,1287,antminer s9,0.010204081632653,0.01021,2018
2018-06-04,1289,Antminer S9,0.010204081632653,0.01021,2018
2018-06-04,1294,T9+,0.0073324022346368,0.01021,2018
2018-06-06,1309,Avalon 821,0.0095833333333333,0.01021,2018
2018-06-06,1311,S9,0.010204081632653,0.01021,2018
2018-06-06,1316,Antminer S9,0.010204081632653,0.01021,2018
2018-06-08,1319,S9,0.010204081632653,0.01021,2018
2018-06-08,1321,S5,0.001957627118644,0.01021,2018
2018-06-08,1322,S7,0.0036581593194122,0.01021,2018
2018-06-09,1331,Antminer s9,0.010204081632653,0.01021,2018
2018-06-09,1334,S9,0.010204081632653,0.01021,2018
2018-06-10,1335,T9,0.0079314720812182,0.01021,2018
2018-06-10,1336,S9,0.010204081632653,0.01021,2018
2018-06-12,1343,S9s,0.010204081632653,0.01021,2018
2018-06-12,1346,antMiner S7,0.0036581593194122,0.01021,2018
2018-06-12,1349,S7,0.0036581593194122,0.01021,2018
2018-06-14,1365,Antminer S9,0.010204081632653,0.01021,2018
2018-06-14,1368,B3,0.0096575943810359,0.01021,2018
2018-06-14,1369,Antminer S9,0.010204081632653,0.01021,2018
2018-06-15,1372,S7,0.0036581593194122,0.01021,2018
2018-06-16,1375,S9,0.010204081632653,0.01021,2018
2018-06-20,1391,antminer s9,0.010204081632653,0.01021,2018
2018-06-21,1394,S9 Antminer,0.010204081632653,0.01021,2018
2018-06-21,1402,s9,0.010204081632653,0.01021,2018
2018-06-23,1404,S9,0.010204081632653,0.01021,2018
2018-06-23,1405,S7,0.0036581593194122,0.01021,2018
2018-06-23,1406,Antminer s9i,0.01015625,0.01021,2018
2018-06-26,1411,AntMiner S3,0.0013060109289617,0.01021,2018
2018-06-26,1412,Antminer V9,0.0038948393378773,0.01021,2018
2018-06-26,1414,S9,0.010204081632653,0.01021,2018
2018-06-29,1421,Antminer S9,0.010204081632653,0.01021,2018
2018-06-30,1422,AntMiner S9,0.010204081632653,0.01021,2018
2018-07-01,1426,antminer s9,0.010204081632653,0.01021,2018
2018-07-01,1437,S9,0.010204081632653,0.01021,2018
2018-07-01,1438,ANTMINER S5,0.001957627118644,0.01021,2018
2018-07-02,1442,Antminer S3,0.0013060109289617,0.01021,2018
2018-07-03,1444,S9 miners,0.010204081632653,0.01021,2018
2018-07-03,1445,s9i,0.01015625,0.01021,2018
2018-07-03,1446,T9,0.0079314720812182,0.01021,2018
2018-07-03,1447,s9,0.010204081632653,0.01021,2018
2018-07-03,1448,S9i miners,0.01015625,0.01021,2018
2018-07-05,1460,Antminer S9,0.010204081632653,0.01021,2018
2018-07-05,1462,s9,0.010204081632653,0.01021,2018
2018-07-05,1466,Avalon 821,0.0095833333333333,0.01021,2018
2018-07-06,1469,S9i,0.01015625,0.01021,2018
2018-07-06,1470,s9,0.010204081632653,0.01021,2018
2018-07-06,1475,ANTMINER S9,0.010204081632653,0.01021,2018
2018-07-06,1476,s9 miner,0.010204081632653,0.01021,2018
2018-07-07,1481,S9,0.010204081632653,0.01021,2018
2018-07-11,1491,Avalon 741s,0.0063478260869565,0.01021,2018
2018-07-12,1493,Antminer S7,0.0036581593194122,0.01021,2018
2018-07-12,1496,S9,0.010204081632653,0.01021,2018
2018-07-17,1497,Avalon 741,0.0063478260869565,0.01021,2018
2018-07-18,1499,Antminer T9+,0.0073324022346368,0.01021,2018
2018-07-19,1503,antminer s9,0.010204081632653,0.01021,2018
2018-07-19,1505,821s,0.0095833333333333,0.01021,2018
2018-07-19,1508,Antminer S9,0.010204081632653,0.01021,2018
2018-07-19,1509,S9 13.0ths,0.010204081632653,0.01021,2018
2018-07-21,1517,s9,0.010204081632653,0.01021,2018
2018-07-23,1518,S9,0.010204081632653,0.01021,2018
2018-07-23,1521,M3s,0.006,0.01021,2018
2018-07-23,1523,Antminer T9,0.0079314720812182,0.01021,2018
2018-07-24,1540,S9s,0.010204081632653,0.01021,2018
2018-07-25,1551,S9,0.010204081632653,0.01021,2018
2018-07-27,1553,Antminer S9,0.010204081632653,0.01021,2018
2018-07-27,1558,Antminer S9,0.010204081632653,0.01021,2018
2018-07-29,1561,Antminer S5,0.001957627118644,0.01021,2018
2018-07-30,1562,S9i 14TH/s Antminers,0.01015625,0.01021,2018
2018-07-31,1569,S9,0.010204081632653,0.01021,2018
2018-07-31,1570,antminer s9,0.010204081632653,0.01021,2018
2018-07-31,1571,S9,0.010204081632653,0.01021,2018
2018-07-31,1572,S9,0.010204081632653,0.01021,2018
2018-07-31,1573,S9,0.010204081632653,0.01021,2018
2018-07-31,1574,S9,0.010204081632653,0.01021,2018
2018-07-31,1575,S9,0.010204081632653,0.01021,2018
2018-07-31,1576,S9,0.010204081632653,0.01021,2018
2018-07-31,1577,S9,0.010204081632653,0.01021,2018
2018-07-31,1578,S9,0.010204081632653,0.01021,2018
2018-07-31,1579,S9,0.010204081632653,0.01021,2018
2018-07-31,1580,S9,0.010204081632653,0.01021,2018
2018-07-31,1581,S9,0.010204081632653,0.01021,2018
2018-07-31,1582,S9,0.010204081632653,0.01021,2018
2018-07-31,1583,S9,0.010204081632653,0.01021,2018
2018-07-31,1584,S9,0.010204081632653,0.01021,2018
2018-08-03,1600,S9 antminers,0.010204081632653,0.01021,2018
2018-08-04,1606,Antminer S7,0.0036581593194122,0.01021,2018
2018-08-05,1613,S5,0.001957627118644,0.01021,2018
2018-08-05,1615,Antminer S5,0.001957627118644,0.01021,2018
2018-08-05,1618,Antminer S7,0.0036581593194122,0.01021,2018
2018-08-07,1624,GMO miner B3,0.0096575943810359,0.01021,2018
2018-08-07,1626,Antminer T9,0.0079314720812182,0.01021,2018
2018-08-07,1627,Antminer S9,0.010204081632653,0.01021,2018
2018-08-11,1628,Antminer S9,0.010204081632653,0.01021,2018
2018-08-13,1635,Ebit E9 miner,0.0058495821727019,0.01021,2018
2018-08-13,1636,Bitmain S9 unit,0.010204081632653,0.01021,2018
2018-08-16,1643,Antminer S9,0.010204081632653,0.01021,2018
2018-08-18,1648,Antminer S9,0.010204081632653,0.01021,2018
2018-08-21,1652,Antminer S9,0.010204081632653,0.01021,2018
2018-08-22,1653,Antminer V9,0.0038948393378773,0.01021,2018
2018-08-23,1654,Antminer S9/S9i,0.010204081632653,0.01021,2018
2018-08-23,1656,Antminer S9i,0.01015625,0.01021,2018
2018-08-24,1658,Antminer S9,0.010204081632653,0.01021,2018
2018-08-27,1661,Antminer S9,0.010204081632653,0.01021,2018
2018-08-27,1662,Antminer T9+,0.0073324022346368,0.01021,2018
2018-08-28,1663,Antminer S9,0.010204081632653,0.01021,2018
2018-08-28,1668,Antminer S9,0.010204081632653,0.01021,2018
2018-09-01,1672,Antminer S9,0.010204081632653,0.01021,2018
2018-09-01,1676,Antminer S7,0.0036581593194122,0.01021,2018
2018-09-02,1680,Antminer S9,0.010204081632653,0.01021,2018
2018-09-02,1684,Antminer S9,0.010204081632653,0.01021,2018
2018-09-03,1685,Antminer S9,0.010204081632653,0.01021,2018
2018-09-03,1686,Whatsminer M3,0.006,0.01021,2018
2018-09-03,1687,Whatsminer M3X,0.0060975609756097,0.01021,2018
2018-09-06,1694,Antminer S9,0.010204081632653,0.01021,2018
2018-09-07,1697,s9 antminers,0.010204081632653,0.01021,2018
2018-09-09,1700,Antminer S9,0.010204081632653,0.01021,2018
2018-09-11,1704,Bitmain s9,0.010204081632653,0.01021,2018
2018-09-11,1705,Antminer S9,0.010204081632653,0.01021,2018
2018-09-11,1706,AvalonMiner 821,0.0095833333333333,0.01021,2018
2018-09-12,1708,Antminer s9i,0.01015625,0.01021,2018
2018-09-15,1712,Antminer S9,0.010204081632653,0.01021,2018
2018-09-15,1717,Antminer S9,0.010204081632653,0.01021,2018
2018-09-15,1719,Avalon 821,0.0095833333333333,0.01021,2018
2018-09-16,1722,Antminer T9+,0.0073324022346368,0.01021,2018
2018-09-16,1723,Antminer S9,0.010204081632653,0.01021,2018
2018-09-17,1729,Antminer S7,0.0038737446197991,0.01021,2018
2018-09-20,1740,Antminer S9,0.010204081632653,0.01021,2018
2018-09-21,1741,S9,0.010204081632653,0.01021,2018
2018-09-22,1742,Antminer S9,0.010204081632653,0.01021,2018
2018-09-24,1751,Antminer S9,0.010204081632653,0.01021,2018
2018-09-27,1754,S9,0.010204081632653,0.01021,2018
2018-09-29,1761,S9,0.010204081632653,0.01021,2018
2018-10-01,1762,antminer s9,0.010204081632653,0.01021,2018
2018-10-03,1769,Antminer S9,0.010204081632653,0.01021,2018
2018-10-04,1775,S9 miners,0.010204081632653,0.01021,2018
2018-10-05,1779,T9,0.0079314720812182,0.01021,2018
2018-10-05,1781,S9,0.010204081632653,0.01021,2018
2018-10-08,1785,Antminer S9,0.010204081632653,0.01021,2018
2018-10-09,1788,S9,0.010204081632653,0.01021,2018
2018-10-09,1789,antminer S9,0.010204081632653,0.01021,2018
2018-10-09,1791,antminer s9,0.010204081632653,0.01021,2018
2018-10-10,1792,Antminer S9,0.010204081632653,0.01021,2018
2018-10-11,1796,S9,0.010204081632653,0.01021,2018
2018-10-16,1810,S9,0.010204081632653,0.01021,2018
2018-10-17,1812,S9,0.010204081632653,0.01021,2018
2018-10-20,1820,t9,0.0079314720812182,0.01021,2018
2018-10-21,1821,Bitmain Antminer T9+,0.0073324022346368,0.01021,2018
2018-10-21,1822,S9,0.010204081632653,0.01021,2018
2018-10-23,1830,Antminer S9,0.010204081632653,0.01021,2018
2018-10-23,1831,Antminer R4,0.0102958579881656,0.01021,2018
2018-10-24,1834,T9+,0.0073324022346368,0.01021,2018
2018-10-25,1836,Antminer S9,0.010204081632653,0.01021,2018
2018-10-25,1838,Antminer T9+,0.0073324022346368,0.01021,2018
2018-10-26,1840,Antminer S9i,0.01015625,0.01021,2018
2018-10-26,1841,Antminer S9,0.010204081632653,0.01021,2018
2018-10-26,1848,S9i,0.01015625,0.01021,2018
2018-10-30,1850,S9,0.010204081632653,0.01021,2018
2018-10-30,1852,s9,0.010204081632653,0.01021,2018
2018-10-31,1853,avalon 741,0.0063478260869565,0.01021,2018
2018-11-02,1857,S9,0.010204081632653,0.01021,2018
2018-11-03,1859,Antminer S9,0.010204081632653,0.01021,2018
2018-11-03,1860,Antminer S9,0.010204081632653,0.01021,2018
2018-11-03,1861,Antminer T9+,0.0073324022346368,0.01021,2018
2018-11-05,1867,Antminer S9,0.010204081632653,0.01021,2018
2018-11-07,1872,S9,0.010204081632653,0.01021,2018
2018-11-10,1877,S9,0.010204081632653,0.01021,2018
2018-11-13,1883,S9 machine,0.010204081632653,0.01021,2018
2018-11-13,1886,Avalon 741,0.0063478260869565,0.01021,2018
2018-11-13,1892,Avalon 741,0.0063478260869565,0.01021,2018
2018-11-13,1893,S9,0.010204081632653,0.01021,2018
2018-11-14,1897,Antminer S9,0.010204081632653,0.01021,2018
2018-11-16,1902,Avalon 741,0.0063478260869565,0.01021,2018
2018-11-18,1913,S9,0.010204081632653,0.01021,2018
2018-11-21,1920,S9,0.010204081632653,0.01021,2018
2018-11-26,1922,S7,0.010204081632653,0.01021,2018
2018-11-28,1926,Antminer s9,0.010204081632653,0.01021,2018
2018-11-28,1927,Antminer S9,0.010204081632653,0.01021,2018
2018-11-29,1928,Antminer S5,0.001957627118644,0.01021,2018
2018-11-30,1929,S9,0.010204081632653,0.01021,2018
2018-12-04,1941,821,0.0095833333333333,0.02,2018
2018-12-07,1945,Antminer S9,0.010204081632653,0.02,2018
2018-12-10,1951,Antminer S7,0.0036581593194122,0.02,2018
2018-12-12,1953,Antminer S7,0.0036581593194122,0.02,2018
2018-12-12,1956,Antminer S5,0.001957627118644,0.02,2018
2018-12-12,1957,Antminer S3,0.0013060109289617,0.02,2018
2018-12-15,1959,Antminer S9,0.010204081632653,0.02,2018
2018-12-15,1960,AvalonMiner 821,0.0095833333333333,0.02,2018
2018-12-18,1962,Antminer T9+,0.0073324022346368,0.02,2018
2018-12-24,1965,T9+ Miner,0.0073324022346368,0.02,2018
2018-12-25,1969,Antminer S9,0.010204081632653,0.02,2018
2018-12-28,1971,Antminer S9i,0.01015625,0.02,2018
2018-12-28,1972,Antminer S9j,0.0107407407407407,0.02,2018
2018-12-28,1973,Antminer S9,0.010204081632653,0.02,2018
2019-01-01,1976,Antminer T9,0.0079314720812182,0.02,2019
2019-01-01,1979,AvalonMiner 741,0.0063478260869565,0.02,2019
2019-01-03,1982,Antminer T9+,0.0073324022346368,0.02,2019
2019-01-03,1983,AvalonMiner 741s,0.0063478260869565,0.02,2019
2019-01-07,1995,T9+,0.0073324022346368,0.02,2019
2019-01-08,1999,T9+,0.0073324022346368,0.02,2019
2019-01-12,2005,antminer s9,0.010204081632653,0.02,2019
2019-01-16,2008,Avalon 741,0.0063478260869565,0.02,2019
2019-01-18,2010,antminer T9+,0.0073324022346368,0.02,2019
2019-01-18,2011,Antminer S9,0.010204081632653,0.02,2019
2019-01-22,2018,antminer T9+,0.0073324022346368,0.02,2019
2019-01-26,2031,Antminer S9,0.010204081632653,0.02,2019
2019-01-26,2032,Bitmain Antminer T9+ 10.5,0.0073324022346368,0.02,2019
2019-01-27,2035,whatsminr m3x,0.0060975609756097,0.02,2019
2019-01-28,2040,T9+,0.0073324022346368,0.02,2019
2019-01-28,2041,Antminer T9,0.0079314720812182,0.02,2019
2019-01-30,2048,Antminer T9,0.0079314720812182,0.02,2019
2019-02-03,2049,Avalon 741,0.0063478260869565,0.02,2019
2019-02-03,2052,Avalon 741,0.0063478260869565,0.02,2019
2019-02-06,2060,Antminer S9j,0.0107407407407407,0.02,2019
2019-02-06,2062,T9+,0.0073324022346368,0.02,2019
2019-02-06,2063,Antminer T9,0.0079314720812182,0.02,2019
2019-02-06,2064,Antminer S9i,0.01015625,0.02,2019
2019-02-06,2065,Antminer R4,0.0102958579881656,0.02,2019
2019-02-06,2066,Antminer S9,0.010204081632653,0.02,2019
2019-02-07,2069,S9,0.010204081632653,0.02,2019
2019-02-07,2072,t9's,0.0079314720812182,0.02,2019
2019-02-07,2073,S9's,0.010204081632653,0.02,2019
2019-02-08,2078,DragonMint T1,0.0108108108108108,0.02,2019
2019-02-13,2082,Antminer s9,0.010204081632653,0.02,2019
2019-02-14,2083,S9,0.010204081632653,0.02,2019
2019-02-19,2092,Avalon 741,0.0063478260869565,0.02,2019
2019-02-19,2095,Antminer S9i,0.01015625,0.02,2019
2019-02-21,2098,antminer s9,0.010204081632653,0.02,2019
2019-03-01,2103,M10,0.0153846153846153,0.02,2019
2019-03-05,2111,s9,0.010204081632653,0.02,2019
2019-03-06,2112,S9,0.010204081632653,0.02,2019
2019-03-08,2116,Antminer S9,0.010204081632653,0.02,2019
2019-03-08,2118,Antminer S3,0.0013060109289617,0.02,2019
2019-03-08,2120,Antminer S5,0.001957627118644,0.02,2019
2019-03-08,2121,Antminer S7,0.0036581593194122,0.02,2019
2019-03-08,2123,antminer s9,0.010204081632653,0.02,2019
2019-03-08,2124,M10,0.0153846153846153,0.02,2019
2019-03-08,2126,841,0.0105426356589147,0.02,2019
2019-03-10,2127,S11,0.0133986928104575,0.02,2019
2019-03-15,2137,Antminer S9j,0.0107407407407407,0.02,2019
2019-03-15,2140,s9,0.010204081632653,0.02,2019
2019-03-15,2141,s9,0.010204081632653,0.02,2019
2019-03-15,2143,Avalon 841,0.0105426356589147,0.02,2019
2019-03-16,2147,S9,0.010204081632653,0.02,2019
2019-03-19,2151,Dragonmint T1,0.0108108108108108,0.02,2019
2019-03-24,2159,M3x,0.0060975609756097,0.02,2019
2019-03-30,2177,Antminer S9,0.010204081632653,0.02,2019
2019-03-30,2178,Halong mining Dragonmint T1,0.0108108108108108,0.02,2019
2019-04-02,2182,antminer s9,0.010204081632653,0.02,2019
2019-04-10,2198,Antminer S9,0.010204081632653,0.0253,2019
2019-04-12,2200,Antminer S9,0.010204081632653,0.0253,2019
2019-04-12,2206,Antminer S9i,0.01015625,0.0253,2019
2019-04-15,2213,AvalonMiner 841,0.0105426356589147,0.0253,2019
2019-04-15,2214,Antminer S11,0.0133986928104575,0.0253,2019
2019-04-16,2215,S9 antminer,0.010204081632653,0.0253,2019
2019-04-18,2225,Antminer S9,0.010204081632653,0.0253,2019
2019-04-19,2229,Antminer S9,0.010204081632653,0.0253,2019
2019-04-22,2231,Antminer S9i,0.01015625,0.0253,2019
2019-04-22,2232,Antminer T9,0.0079314720812182,0.0253,2019
2019-04-26,2237,Dragonmint T1,0.0108108108108108,0.0253,2019
2019-04-30,2245,S9 miner,0.010204081632653,0.0253,2019
2019-05-03,2250,Antminer S9i,0.01015625,0.0253,2019
2019-05-03,2252,Antminer S7,0.0036581593194122,0.0253,2019
2019-05-08,2262,Antminer S9,0.010204081632653,0.0253,2019
2019-05-11,2267,Ebang Ebit E10,0.0109090909090909,0.0253,2019
2019-05-15,2271,Antminer S17,0.0222222222222222,0.0253,2019
2019-05-15,2272,Antminer S9,0.010204081632653,0.0253,2019
2019-05-15,2273,Antminer S9,0.010204081632653,0.0253,2019
2019-05-16,2274,Antminer S9,0.010204081632653,0.0253,2019
2019-05-17,2275,Antminer S9,0.010204081632653,0.0253,2019
2019-05-20,2279,Antminer S9,0.010204081632653,0.0253,2019
2019-05-21,2280,Antminer T9+,0.0073324022346368,0.0253,2019
2019-05-22,2286,Bitfily Snow Panther B1+,0.0116666666666666,0.0253,2019
2019-05-25,2294,Antminer S9,0.010204081632653,0.0253,2019
2019-05-28,2296,Antminer S9,0.010204081632653,0.0253,2019
2019-05-28,2297,Antminer S9,0.010204081632653,0.0253,2019
2019-05-30,2308,S9,0.010204081632653,0.0253,2019
2019-06-04,2310,Bitfily B1+,0.0116666666666666,0.0253,2019
2019-06-06,2313,Avalon 921,0.0117647058823529,0.0253,2019
2019-06-09,2317,S9 antminer,0.010204081632653,0.0253,2019
2019-06-09,2331,Antminer T9+,0.0073324022346368,0.0253,2019
2019-06-09,2335,Avalon 741,0.0063478260869565,0.0253,2019
2019-06-10,2344,Antminer T9+,0.0073324022346368,0.0253,2019
2019-06-12,2346,Antminer S9,0.010204081632653,0.0253,2019
2019-06-13,2347,Antminer s9,0.010204081632653,0.0253,2019
2019-06-17,2350,S9,0.010204081632653,0.0253,2019
2019-06-17,2354,S9s,0.010204081632653,0.0253,2019
2019-06-17,2356,A841,0.0105426356589147,0.0253,2019
2019-06-17,2358,Avalon A921,0.0117647058823529,0.0253,2019
2019-06-17,2361,S9,0.010204081632653,0.0253,2019
2019-06-17,2362,S7,0.0036581593194122,0.0253,2019
2019-06-20,2371,Antminer S9,0.010204081632653,0.0253,2019
2019-06-24,2375,T9+,0.0073324022346368,0.0253,2019
2019-06-24,2376,Antminer S9,0.010204081632653,0.0253,2019
2019-06-26,2379,Avalon 741,0.0063478260869565,0.0253,2019
2019-06-26,2380,S9s,0.010204081632653,0.0253,2019
2019-06-26,2383,921,0.0117647058823529,0.0253,2019
2019-06-26,2384,841,0.0105426356589147,0.0253,2019
2019-06-26,2385,T9,0.0079314720812182,0.0253,2019
2019-06-26,2386,S9,0.010204081632653,0.0253,2019
2019-06-26,2387,S9s,0.010204081632653,0.0253,2019
2019-06-26,2388,Avalon 741s,0.0063478260869565,0.0253,2019
2019-06-27,2390,Antminer S9,0.010204081632653,0.0253,2019
2019-06-29,2392,S11,0.0133986928104575,0.0253,2019
2019-06-29,2393,Antiminer S11,0.0133986928104575,0.0253,2019
2019-06-29,2395,S11,0.0133986928104575,0.0253,2019
2019-06-29,2396,S9i,0.01015625,0.0253,2019
2019-07-01,2403,canaan avalonminer 921,0.0117647058823529,0.0253,2019
2019-07-01,2406,Canaan AvalonMiner 921,0.0117647058823529,0.0253,2019
2019-07-02,2415,Bitmain Antminer S9,0.010204081632653,0.0253,2019
2019-07-03,2418,Bitmain Antminer S9i,0.01015625,0.0253,2019
2019-07-04,2421,Canaan AvalonMiner 841,0.0105426356589147,0.0253,2019
2019-07-05,2422,Bitmain Antminer S9,0.010204081632653,0.0253,2019
2019-07-08,2433,Bitmain Antminer S9,0.010204081632653,0.0253,2019
2019-07-10,2434,Canaan AvalonMiner 921,0.0117647058823529,0.0253,2019
2019-07-16,2455,Bitmain Antminer S9,0.010204081632653,0.0253,2019
2019-07-18,2461,Bitmain Antminer T9+,0.0073324022346368,0.0253,2019
2019-07-19,2463,Bitmain Antminer S9,0.010204081632653,0.0253,2019
2019-07-20,2465,Bitmain Antminer S9,0.010204081632653,0.0253,2019
2019-07-20,2466,Bitmain Antminer S9i,0.01015625,0.0253,2019
2019-07-20,2468,Bitmain Antminer S9j,0.0107407407407407,0.0253,2019
