row_index,hardware_name,hardware_index,hardware_price_usd,date,Mhash/s/$,Mhash/J
1099,s9,8,,2021-07-27,140000,10182
1100,t17,-1,,2021-07-27,,
1101,53th,-1,,2021-07-27,,
1102,Whatsminer M20s,-1,,2021-08-29,,
1103,Whatsminer M30s,-1,,2021-08-29,,
1104,AvalonMiner 1166 Pro,-1,,2021-09-07,,
1105,ASIC miner,-1,,2021-09-07,,
1106,avalon miner 1166 pro,-1,,2021-10-04,,
1107,PSU t17+ apw9+,-1,,2021-10-08,,
1108,Avalon A7,-1,888,2021-11-06,,
1109,Utility tub sink,-1,100,2021-11-12,,
1110,s9,8,,2021-11-29,140000,10182
1111,Avalon 1047,-1,,2021-12-01,,
1112,Black arrow Prospero X1,-1,,2021-12-02,,
1113,Asic S19j Pro,-1,,2021-12-08,,
1114,Antminer S9,8,,2021-12-12,140000,10182
1115,S9,8,,2021-12-14,140000,10182
1116,S17 Pro,-1,,2021-12-14,,
1117,Whatsminers,-1,,2021-12-14,,
1118,L3,-1,,2021-12-14,,
1119,Antminer S19,-1,,2021-12-14,,
1120,S17,-1,,2022-01-04,,
1121,S19J Pro 104T,-1,,2022-01-04,,
1122,Avalon A1166 81T,-1,,2022-01-06,,
1123,S17+,-1,,2022-01-18,,
1124,S17,-1,,2022-01-18,,
1125,Canaan Avalon 1246,-1,,2022-01-21,,
1126,Antminer s9,8,,2022-02-19,140000,10182
1127,cpuminer,-1,,2022-02-19,,
1128,M20s,-1,,2022-02-19,,
1129,A1246,-1,,2022-02-25,,
1130,S17,-1,,2022-03-06,,
1131,Antminer,-1,,2022-03-24,,
1132,Butterfly Labs,-1,500,2022-04-20,,
1133,S9,8,,2022-05-07,140000,10182
1134,S9k,-1,,2022-05-07,,
1135,Compac F,-1,,2022-05-16,,
1136,Apollo BTC,-1,,2022-05-16,,
1137,T17,-1,1000,2022-05-22,,
1138,Whatsminer,-1,,2022-07-16,,
1139,Ebang Ebit 10.1,-1,,2022-07-22,,
1140,T17,-1,,2022-07-28,,
1141,S19 XP,-1,,2022-07-31,,
1142,T19 Hydro,-1,,2022-07-31,,
1143,741,24,,2022-08-03,730000,6350
1144,Apollo BTC,-1,,2022-08-03,,
1145,A1066,-1,,2022-08-03,,
1146,A1246 Series,-1,,2022-08-03,,
1147,A1166,-1,,2022-08-03,,
1148,A721,23,,2022-08-03,600000,6000
1149,821,26,,2022-08-03,110000,9170
1150,1047,-1,,2022-08-03,,
1151,A10 Series,-1,,2022-08-03,,
1152,A1246 93TH,-1,,2022-08-03,,
1153,1041,-1,,2022-08-03,,
1154,921,-1,,2022-08-03,,
1155,A721,23,,2022-08-03,600000,6000
1156,841,-1,,2022-08-03,,
1157,A841,-1,,2022-08-03,,
1158,T17+,-1,,2022-08-22,,
1159,S17+,-1,,2022-08-22,,
1160,Antminer U2,10,,2022-09-13,2000,1000
1161,S19 Pro 100T,-1,,2022-10-22,,
1162,Asics,-1,,2022-10-22,,
1163,BitmainS19pro,-1,4833,2022-11-13,,
1164,Avalon 821,26,,2022-11-24,110000,9170
1165,APW9,-1,,2022-12-05,,
1166,APW9+,-1,,2022-12-05,,
1167,tmp541 chip,-1,,2022-12-09,,
1168,S9 13th,8,,2022-12-09,140000,10182
1169,Antminer S19j Pro,-1,,2023-01-26,,
1170,Gekkoscience Newpac2,-1,,2023-02-18,,
1171,Raspberry Pi 2-3-4,-1,,2023-02-18,,
1172,L3,-1,,2023-02-18,,
1173,Zero W,-1,,2023-02-18,,
1174,S9,8,,2023-02-18,140000,10182
1175,STORJ node,-1,,2023-02-18,,
1176,Antminer S9,8,200,2023-02-20,140000,10182
1177,HP 750W Server PSU (HSTNS),-1,,2023-02-20,,
1178,Canaan A851,-1,,2023-02-20,,
1179,Antminer S9,8,50,2023-02-20,140000,10182
1180,HP 750W Server PSU (HSTNS),-1,,2023-02-20,,
1181,HP 450W Server PSU,-1,,2023-02-20,,
1182,R4,-1,,2023-02-20,,
1183,HP 450W Server PSU,-1,,2023-02-20,,
1184,T9+,-1,,2023-02-20,,
1185,S19 XP 140TH units,-1,,2023-03-10,,
1186,AMT/Bitmine.ch A1 CoinCraft miner,-1,,2023-03-10,,
1187,Whatsminer,-1,,2023-03-10,,
1188,S17 fiasco,-1,,2023-03-10,,
1189,S19APro 110TH units,-1,,2023-03-10,,
1190,S19 90TH units,-1,,2023-03-10,,
1191,Antminer,-1,,2023-03-10,,
1192,Antminer S 19 XP,-1,4000,2023-03-14,,
1193,Antminer T15,-1,,2023-03-24,,
1194,Antminer T9,-1,,2023-03-28,,
1195,Compact F USB miner,-1,,2023-04-26,,
1196,Antminer S1,0,,2023-05-09,180000,500
1197,Avalon 1166PRO,-1,,2023-05-18,,
1198,Heatbit Heater,-1,1200,2023-05-20,,
1199,NewPac,-1,,2023-06-06,,
1200,S19s,-1,,2023-06-12,,
1201,S19j/s19jpros,-1,,2023-06-12,,
1202,NM440,-1,,2023-06-12,,
1203,Blockstream ASIC miner,-1,,2023-06-23,,
1204,Antminer S5,5,,2023-06-24,115500,1957
1205,Linksys EA3500-NP,-1,,2023-06-24,,
1206,CoolTank 75KW,-1,,2023-07-15,,
1207,CoolTank 10KW,-1,,2023-07-15,,
1208,S19,-1,,2023-07-18,,
1209,10kw solar panel system,-1,,2023-07-18,,
1210,Antminer L3+,-1,200,2023-08-08,,
1211,Antminer S15,-1,400,2023-08-08,,
1212,Goldshell KD2,-1,,2023-08-08,,
1213,bitaxeUltra,-1,,2023-09-01,,
1214,insilicon A11 pro,-1,,2023-09-03,,
1215,Microbt,-1,,2023-09-21,,
1216,Antminer S21,-1,,2023-09-21,,
1211,Antminer S15,-1,400,2023-08-08,,
1212,Goldshell KD2,-1,,2023-08-08,,
1213,bitaxeUltra,-1,,2023-09-01,,
1214,insilicon A11 pro,-1,,2023-09-03,,
1215,Microbt,-1,,2023-09-21,,
1216,Antminer S21,-1,,2023-09-21,,
