month,speculation,adoption,altcoins,none,posts_count
2015-09,0.03823529411764706,0.7323529411764705,0.008823529411764706,0.22058823529411764,340
2015-10,0.04198473282442748,0.7290076335877863,0.003816793893129771,0.22519083969465647,262
2015-11,0.0790273556231003,0.6352583586626139,0.0121580547112462,0.2735562310030395,329
2015-12,0.06865671641791045,0.573134328358209,0.014925373134328358,0.34328358208955223,335
2016-01,0.06181015452538632,0.6534216335540839,0.011037527593818985,0.2737306843267108,453
2016-02,0.04945054945054945,0.7307692307692307,0.008241758241758242,0.21153846153846154,364
2016-03,0.035211267605633804,0.7112676056338029,0.014084507042253521,0.23943661971830985,284
2016-04,0.03741496598639456,0.608843537414966,0.027210884353741496,0.32653061224489793,294
2016-05,0.06557377049180328,0.5362997658079626,0.00702576112412178,0.3911007025761124,427
2016-06,0.1615598885793872,0.5431754874651811,0.016713091922005572,0.2785515320334262,359
2016-07,0.13414634146341464,0.6189024390243902,0.021341463414634148,0.22560975609756098,328
2016-08,0.06418918918918919,0.5777027027027027,0.02702702702702703,0.3310810810810811,296
2016-09,0.03587443946188341,0.695067264573991,0.02242152466367713,0.24663677130044842,223
2016-10,0.05217391304347826,0.717391304347826,0.017391304347826087,0.21304347826086956,230
2016-11,0.06722689075630252,0.7815126050420168,0.008403361344537815,0.14285714285714285,238
2016-12,0.07727272727272727,0.7545454545454545,0.013636363636363636,0.15454545454545454,220
2017-01,0.10559006211180125,0.6739130434782609,0.024844720496894408,0.1956521739130435,322
2017-02,0.07988165680473373,0.7071005917159763,0.011834319526627219,0.20118343195266272,338
2017-03,0.10792580101180438,0.6981450252951096,0.02023608768971332,0.1736930860033727,593
2017-04,0.06188118811881188,0.6608910891089109,0.009900990099009901,0.26732673267326734,404
2017-05,0.14315352697095435,0.6514522821576764,0.029045643153526972,0.17634854771784234,482
2017-06,0.12343096234309624,0.698744769874477,0.02510460251046025,0.15271966527196654,478
2017-07,0.18518518518518517,0.642962962962963,0.03259259259259259,0.13925925925925925,675
2017-08,0.15937940761636107,0.6431593794076164,0.02538787023977433,0.17207334273624825,709
2017-09,0.26548672566371684,0.581858407079646,0.02765486725663717,0.125,904
2017-10,0.18709073900841908,0.6333021515434986,0.057998129092609915,0.1216089803554724,1069
2017-11,0.3180998196031269,0.5273601924233313,0.04509921828021648,0.10944076969332532,1663
2017-12,0.30875804057397327,0.49084611578426524,0.05492330529440871,0.1454725383473528,2021
2018-01,0.24274973147153597,0.5531686358754028,0.07303974221267455,0.1310418904403867,1862
2018-02,0.26537013801756587,0.49623588456712675,0.07089084065244668,0.16750313676286072,1594
2018-03,0.2511068943706515,0.540796963946869,0.05186590765338393,0.1562302340290955,1581
2018-04,0.29701834862385323,0.5275229357798165,0.05619266055045872,0.11926605504587157,872
2018-05,0.20388349514563106,0.6194174757281553,0.05631067961165048,0.1203883495145631,515
2018-06,0.24663677130044842,0.5605381165919282,0.05605381165919283,0.1367713004484305,446
2018-07,0.2074235807860262,0.6506550218340611,0.028384279475982533,0.11353711790393013,458
2018-08,0.2997946611909651,0.5544147843942505,0.02053388090349076,0.12525667351129363,487
2018-09,0.26595744680851063,0.6276595744680851,0.013297872340425532,0.09308510638297872,376
2018-10,0.16451612903225807,0.6870967741935484,0.0064516129032258064,0.14193548387096774,310
2018-11,0.29394812680115273,0.5302593659942363,0.0345821325648415,0.14121037463976946,347
2018-12,0.27307692307692305,0.6,0.015384615384615385,0.11153846153846154,260
2019-01,0.1527777777777778,0.6666666666666666,0.018518518518518517,0.16203703703703703,216
2019-02,0.1095890410958904,0.7534246575342466,0.0273972602739726,0.1095890410958904,146
2019-03,0.12025316455696203,0.6962025316455697,0.02531645569620253,0.15822784810126583,158
2019-04,0.15544041450777202,0.6424870466321243,0.015544041450777202,0.18652849740932642,193
2019-05,0.20245398773006135,0.5674846625766872,0.027607361963190184,0.20245398773006135,326
2019-06,0.19540229885057472,0.6398467432950191,0.011494252873563218,0.1532567049808429,261
2019-07,0.19665271966527198,0.5648535564853556,0.0502092050209205,0.18828451882845187,239
2019-08,0.15873015873015872,0.5555555555555556,0.042328042328042326,0.24338624338624337,189
2019-09,0.18333333333333332,0.5722222222222222,0.03333333333333333,0.2111111111111111,180
2019-10,0.20866141732283464,0.6220472440944882,0.03937007874015748,0.12992125984251968,254
2019-11,0.22672064777327935,0.6032388663967612,0.020242914979757085,0.14979757085020243,247
2019-12,0.25675675675675674,0.5630630630630631,0.0045045045045045045,0.17567567567567569,222
2020-01,0.2315270935960591,0.5960591133004927,0.019704433497536946,0.15270935960591134,203
2020-02,0.1871345029239766,0.6023391812865497,0.011695906432748537,0.19883040935672514,171
2020-03,0.33136094674556216,0.5088757396449705,0.005917159763313609,0.15384615384615385,169
2020-04,0.2670807453416149,0.515527950310559,0.0,0.21739130434782608,161
2020-05,0.20179372197309417,0.5426008968609866,0.03139013452914798,0.2242152466367713,223
2020-06,0.17346938775510204,0.5816326530612245,0.0,0.24489795918367346,196
2020-07,0.12903225806451613,0.5870967741935483,0.01935483870967742,0.2645161290322581,155
2020-08,0.19631901840490798,0.6319018404907976,0.03067484662576687,0.1411042944785276,163
2020-09,0.10695187165775401,0.679144385026738,0.0213903743315508,0.1925133689839572,187
2020-10,0.2318840579710145,0.5748792270531401,0.014492753623188406,0.178743961352657,207
2020-11,0.27303754266211605,0.5597269624573379,0.010238907849829351,0.15699658703071673,293
2020-12,0.3401360544217687,0.5136054421768708,0.017006802721088437,0.1292517006802721,294
2021-01,0.35,0.4394736842105263,0.021052631578947368,0.18947368421052632,380
2021-02,0.2784313725490196,0.5450980392156862,0.023529411764705882,0.15294117647058825,255
2021-03,0.1919191919191919,0.6060606060606061,0.010101010101010102,0.1919191919191919,198
2021-04,0.25925925925925924,0.6031746031746031,0.010582010582010581,0.12698412698412698,189
2021-05,0.2876712328767123,0.5981735159817352,0.0091324200913242,0.1050228310502283,219
2021-06,0.22171945701357465,0.6334841628959276,0.00904977375565611,0.13574660633484162,221
2021-07,0.16470588235294117,0.6705882352941176,0.011764705882352941,0.15294117647058825,170
2021-08,0.1564245810055866,0.7039106145251397,0.00558659217877095,0.1340782122905028,179
2021-09,0.1443850267379679,0.6577540106951871,0.0,0.19786096256684493,187
2021-10,0.25396825396825395,0.6111111111111112,0.0,0.1349206349206349,126
2021-11,0.1651376146788991,0.7247706422018348,0.009174311926605505,0.10091743119266056,109
2021-12,0.2751677852348993,0.5369127516778524,0.0,0.18791946308724833,149
2022-01,0.24475524475524477,0.6223776223776224,0.0,0.13286713286713286,143
2022-02,0.11363636363636363,0.75,0.0,0.13636363636363635,132
2022-03,0.1452513966480447,0.659217877094972,0.01675977653631285,0.1787709497206704,179
2022-04,0.15,0.6444444444444445,0.016666666666666666,0.18888888888888888,180
2022-05,0.19135802469135801,0.6234567901234568,0.0,0.18518518518518517,162
2022-06,0.32954545454545453,0.5738636363636364,0.022727272727272728,0.07386363636363637,176
2022-07,0.2138728323699422,0.6127167630057804,0.017341040462427744,0.15606936416184972,173
2022-08,0.1656441717791411,0.6319018404907976,0.0,0.20245398773006135,163
2022-09,0.1897810218978102,0.6058394160583942,0.0,0.20437956204379562,137
2022-10,0.23972602739726026,0.6232876712328768,0.02054794520547945,0.11643835616438356,146
2022-11,0.20666666666666667,0.6333333333333333,0.013333333333333334,0.14666666666666667,150
2022-12,0.16463414634146342,0.6158536585365854,0.018292682926829267,0.20121951219512196,164
2023-01,0.15822784810126583,0.7278481012658228,0.0,0.11392405063291139,158
2023-02,0.12574850299401197,0.6946107784431138,0.011976047904191617,0.16766467065868262,167
2023-03,0.2542372881355932,0.5932203389830508,0.00847457627118644,0.1440677966101695,236
2023-04,0.2764976958525346,0.576036866359447,0.009216589861751152,0.1382488479262673,217
2023-05,0.1814516129032258,0.6774193548387096,0.016129032258064516,0.125,248
2023-06,0.16666666666666666,0.6559139784946236,0.016129032258064516,0.16129032258064516,186
2023-07,0.20754716981132076,0.610062893081761,0.031446540880503145,0.1509433962264151,159
2023-08,0.2222222222222222,0.6140350877192983,0.023391812865497075,0.14035087719298245,171
2023-09,0.22815533980582525,0.558252427184466,0.014563106796116505,0.19902912621359223,206
2023-10,0.30697674418604654,0.5395348837209303,0.009302325581395349,0.14418604651162792,215
2023-11,0.19230769230769232,0.6394230769230769,0.02403846153846154,0.14423076923076922,208
2023-12,0.2398190045248869,0.583710407239819,0.02262443438914027,0.15384615384615385,221
2024-01,0.24774774774774774,0.6036036036036037,0.02252252252252252,0.12612612612612611,222
2024-02,0.21153846153846154,0.5897435897435898,0.01282051282051282,0.1858974358974359,156
2024-03,0.3103448275862069,0.4396551724137931,0.008620689655172414,0.2413793103448276,116
