month,positive,neutral,negative,strongly negative,strongly positive
2017-06,0.19874476987447698,0.5962343096234309,0.20292887029288703,0.0020920502092050207,0.0
2017-07,0.20592592592592593,0.6459259259259259,0.14814814814814814,0.0,0.0
2017-08,0.25952045133991536,0.5825105782792666,0.15655853314527504,0.0014104372355430183,0.0
2017-09,0.28761061946902655,0.5055309734513275,0.206858407079646,0.0,0.0
2017-10,0.2432179607109448,0.5940130963517306,0.1627689429373246,0.0,0.0
2017-11,0.28683102826217677,0.5285628382441371,0.1846061334936861,0.0,0.0
2017-12,0.2558139534883721,0.5155863433943593,0.22859970311726868,0.0,0.0
2018-01,0.2781954887218045,0.5370569280343717,0.1836734693877551,0.0010741138560687433,0.0
2018-02,0.35508155583437895,0.4485570890840652,0.19573400250941028,0.0006273525721455458,0.0
2018-03,0.3681214421252372,0.44908285895003164,0.1827956989247312,0.0,0.0
2018-04,0.39105504587155965,0.4197247706422018,0.18922018348623854,0.0,0.0
2018-05,0.32038834951456313,0.4893203883495146,0.19029126213592232,0.0,0.0
2018-06,0.31614349775784756,0.45964125560538116,0.2219730941704036,0.002242152466367713,0.0
2018-07,0.4497816593886463,0.4017467248908297,0.14847161572052403,0.0,0.0
2018-08,0.3860369609856263,0.41683778234086244,0.1971252566735113,0.0,0.0
2018-09,0.43882978723404253,0.39095744680851063,0.1702127659574468,0.0,0.0
2018-10,0.3774193548387097,0.5,0.12258064516129032,0.0,0.0
2018-11,0.2680115273775216,0.4553314121037464,0.276657060518732,0.0,0.0
2018-12,0.27307692307692305,0.4653846153846154,0.26153846153846155,0.0,0.0
2019-01,0.38425925925925924,0.4583333333333333,0.1574074074074074,0.0,0.0
2019-02,0.3767123287671233,0.4931506849315068,0.13013698630136986,0.0,0.0
2019-03,0.310126582278481,0.4936708860759494,0.1962025316455696,0.0,0.0
2019-04,0.33678756476683935,0.5803108808290155,0.08290155440414508,0.0,0.0
2019-05,0.34662576687116564,0.48466257668711654,0.1687116564417178,0.0,0.0
2019-06,0.3448275862068966,0.48659003831417624,0.1685823754789272,0.0,0.0
2019-07,0.2803347280334728,0.5230125523012552,0.19246861924686193,0.0041841004184100415,0.0
2019-08,0.32275132275132273,0.4603174603174603,0.20634920634920634,0.010582010582010581,0.0
2019-09,0.31666666666666665,0.5111111111111111,0.17222222222222222,0.0,0.0
2019-10,0.3188976377952756,0.5354330708661418,0.14566929133858267,0.0,0.0
2019-11,0.3441295546558704,0.5101214574898786,0.145748987854251,0.0,0.0
2019-12,0.34234234234234234,0.509009009009009,0.14864864864864866,0.0,0.0
2020-01,0.3399014778325123,0.4729064039408867,0.18719211822660098,0.0,0.0
2020-02,0.34502923976608185,0.4678362573099415,0.1871345029239766,0.0,0.0
2020-03,0.42011834319526625,0.40236686390532544,0.17751479289940827,0.0,0.0
2020-04,0.36024844720496896,0.453416149068323,0.18633540372670807,0.0,0.0
2020-05,0.29596412556053814,0.5650224215246636,0.13901345291479822,0.0,0.0
2020-06,0.23469387755102042,0.5612244897959183,0.20408163265306123,0.0,0.0
2020-07,0.25161290322580643,0.5161290322580645,0.23225806451612904,0.0,0.0
2020-08,0.3619631901840491,0.49079754601226994,0.147239263803681,0.0,0.0
2020-09,0.2994652406417112,0.5347593582887701,0.1657754010695187,0.0,0.0
2020-10,0.32367149758454106,0.5120772946859904,0.1642512077294686,0.0,0.0
2020-11,0.3583617747440273,0.4948805460750853,0.14675767918088736,0.0,0.0
2020-12,0.35714285714285715,0.48299319727891155,0.1598639455782313,0.0,0.0
2021-01,0.31842105263157894,0.49736842105263157,0.18421052631578946,0.0,0.0
2021-02,0.3764705882352941,0.44313725490196076,0.1803921568627451,0.0,0.0
2021-03,0.3434343434343434,0.5303030303030303,0.12121212121212122,0.005050505050505051,0.0
2021-04,0.4021164021164021,0.41798941798941797,0.17989417989417988,0.0,0.0
2021-05,0.2968036529680365,0.4611872146118721,0.2374429223744292,0.0045662100456621,0.0
2021-06,0.36199095022624433,0.49321266968325794,0.14479638009049775,0.0,0.0
2021-07,0.36470588235294116,0.5,0.13529411764705881,0.0,0.0
2021-08,0.40782122905027934,0.45251396648044695,0.1340782122905028,0.00558659217877095,0.0
2021-09,0.34759358288770054,0.5026737967914439,0.1497326203208556,0.0,0.0
2021-10,0.35714285714285715,0.5396825396825397,0.10317460317460317,0.0,0.0
2021-11,0.28440366972477066,0.5688073394495413,0.14678899082568808,0.0,0.0
2021-12,0.37583892617449666,0.4697986577181208,0.15436241610738255,0.0,0.0
2022-01,0.3776223776223776,0.5034965034965035,0.11888111888111888,0.0,0.0
2022-02,0.4166666666666667,0.4393939393939394,0.14393939393939395,0.0,0.0
2022-03,0.36312849162011174,0.4692737430167598,0.16201117318435754,0.00558659217877095,0.0
2022-04,0.3,0.5333333333333333,0.16111111111111112,0.005555555555555556,0.0
2022-05,0.2839506172839506,0.5123456790123457,0.2037037037037037,0.0,0.0
2022-06,0.35795454545454547,0.42613636363636365,0.21022727272727273,0.005681818181818182,0.0
2022-07,0.4046242774566474,0.4277456647398844,0.1676300578034682,0.0,0.0
2022-08,0.34355828220858897,0.49693251533742333,0.15950920245398773,0.0,0.0
2022-09,0.35766423357664234,0.43795620437956206,0.20437956204379562,0.0,0.0
2022-10,0.410958904109589,0.4315068493150685,0.15753424657534246,0.0,0.0
2022-11,0.38,0.44666666666666666,0.17333333333333334,0.0,0.0
2022-12,0.38414634146341464,0.5,0.11585365853658537,0.0,0.0
2023-01,0.4240506329113924,0.46835443037974683,0.10759493670886076,0.0,0.0
2023-02,0.3413173652694611,0.5029940119760479,0.15568862275449102,0.0,0.0
2023-03,0.4279661016949153,0.4322033898305085,0.13983050847457626,0.0,0.0
2023-04,0.4147465437788018,0.4930875576036866,0.09216589861751152,0.0,0.0
2023-05,0.3346774193548387,0.5080645161290323,0.1532258064516129,0.004032258064516129,0.0
2023-06,0.3602150537634409,0.478494623655914,0.16129032258064516,0.0,0.0
2023-07,0.4339622641509434,0.44025157232704404,0.12578616352201258,0.0,0.0
2023-08,0.3742690058479532,0.5087719298245614,0.11695906432748537,0.0,0.0
2023-09,0.3446601941747573,0.4854368932038835,0.16990291262135923,0.0,0.0
2023-10,0.3953488372093023,0.4418604651162791,0.16279069767441862,0.0,0.0
2023-11,0.35096153846153844,0.4855769230769231,0.16346153846153846,0.0,0.0
2023-12,0.37104072398190047,0.4343891402714932,0.19457013574660634,0.0,0.0
2024-01,0.36486486486486486,0.509009009009009,0.12612612612612611,0.0,0.0
2024-02,0.30128205128205127,0.5512820512820513,0.14743589743589744,0.0,0.0
2024-03,0.3706896551724138,0.4396551724137931,0.1810344827586207,0.008620689655172414,0.0
